Rk,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att.1,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,source_file,Comp
1,Jak Alnwick,eng ENG,GK,Cardiff City,31-321,1993,29.0,45,3,0,4,1,43.6,0.32,-0.4,-0.02,132,440,30.0,718,91,46.1,38.3,182,59.9,46.1,384,15,3.9,42,1.45,15.6,player_advanced_goalkeeping_efl_championship.csv,
2,Jordan Archer,sct SCO,GK,Portsmouth,32-022,1993,1.7,2,0,0,0,0,2.9,0.27,+0.9,+0.54,7,26,26.9,50,5,48.0,37.1,7,28.6,36.1,32,0,0.0,3,1.80,16.1,player_advanced_goalkeeping_efl_championship.csv,
3,Daniel Bachmann,at AUT,GK,Watford,30-299,1994,21.1,28,0,0,3,1,27.1,0.30,+0.1,0.00,89,296,30.1,549,100,42.1,35.8,139,46.8,39.2,315,9,2.9,15,0.71,13.0,player_advanced_goalkeeping_efl_championship.csv,
4,James Beadle,eng ENG,GK,Sheffield Weds,20-292,2004,38.0,59,4,0,9,0,54.4,0.36,-4.6,-0.12,177,561,31.6,1153,122,36.8,34.5,205,66.8,50.3,491,23,4.7,35,0.92,12.9,player_advanced_goalkeeping_efl_championship.csv,
5,Jonathan Bond,eng ENG,GK,Watford,31-350,1993,8.9,14,0,1,0,0,17.2,0.42,+3.2,+0.36,30,85,35.3,202,32,28.2,28.5,67,41.8,33.4,130,4,3.1,14,1.58,15.5,player_advanced_goalkeeping_efl_championship.csv,
6,Solomon Brynn,eng ENG,GK,Middlesbrough,24-186,2000,5.7,9,0,0,3,0,9.4,0.38,+0.4,+0.07,10,38,26.3,140,30,20.7,26.6,29,31.0,30.7,77,10,13.0,5,0.88,13.0,player_advanced_goalkeeping_efl_championship.csv,
7,Pierce Charles,nir NIR,GK,Sheffield Weds,19-287,2005,8.0,10,0,0,1,0,12.7,0.40,+2.7,+0.33,50,110,45.5,298,37,27.9,30.5,39,69.2,52.4,107,11,10.3,5,0.63,10.8,player_advanced_goalkeeping_efl_championship.csv,
8,Bradley Collins,eng ENG,GK,Coventry City,28-075,1997,14.6,23,0,0,5,0,17.0,0.35,-6.0,-0.41,78,220,35.5,415,45,38.1,34.6,90,68.9,53.5,177,5,2.8,22,1.51,17.4,player_advanced_goalkeeping_efl_championship.csv,
9,Michael Cooper,eng ENG,GK,Sheffield Utd,25-208,1999,43.0,33,4,0,6,1,38.5,0.25,+6.5,+0.15,248,662,37.5,1425,182,37.0,35.6,223,60.5,49.3,617,59,9.6,37,0.86,11.9,player_advanced_goalkeeping_efl_championship.csv,
10,David Cornell,wls WAL,GK,Preston,34-037,1991,9.0,16,3,0,2,0,13.3,0.32,-2.7,-0.30,58,161,36.0,261,43,39.1,35.8,75,78.7,55.2,125,8,6.4,10,1.11,14.5,player_advanced_goalkeeping_efl_championship.csv,
11,Jamie Cumming,eng ENG,GK,Oxford United,25-242,1999,45.0,62,2,0,4,2,71.6,0.35,+11.6,+0.26,279,871,32.0,1500,190,42.2,36.1,326,73.0,51.3,791,38,4.8,51,1.13,13.9,player_advanced_goalkeeping_efl_championship.csv,
12,Karl Darlow,wls WAL,GK,Leeds United,34-208,1990,7.0,3,0,0,0,1,2.5,0.23,+0.5,+0.08,25,75,33.3,197,27,31.5,31.0,33,39.4,35.9,66,7,10.6,6,0.86,13.6,player_advanced_goalkeeping_efl_championship.csv,
13,Adam Davies,wls WAL,GK,Sheffield Utd,32-291,1992,3.0,3,0,0,1,0,2.7,0.38,-0.3,-0.11,16,38,42.1,79,16,30.4,32.7,17,82.4,59.6,49,4,8.2,0,0.00,9.2,player_advanced_goalkeeping_efl_championship.csv,
14,Seny Dieng,sn SEN,GK,Middlesbrough,30-162,1994,17.0,21,0,0,1,2,16.4,0.35,-2.6,-0.15,27,118,22.9,469,83,18.6,27.0,77,40.3,37.1,242,12,5.0,24,1.41,15.1,player_advanced_goalkeeping_efl_championship.csv,
15,Oliver Dovin,se SWE,GK,Coventry City,22-297,2002,27.4,30,1,1,3,3,31.1,0.32,+4.1,+0.15,101,318,31.8,797,80,30.0,30.6,150,52.7,41.8,353,11,3.1,37,1.35,15.1,player_advanced_goalkeeping_efl_championship.csv,
16,George Evans,eng ENG,GK,Millwall,19-353,2005,4.0,8,0,1,1,0,4.5,0.24,-3.5,-0.88,37,89,41.6,81,8,79.0,50.5,31,80.6,54.6,70,4,5.7,6,1.50,14.6,player_advanced_goalkeeping_efl_championship.csv,
17,Tom Glover,au AUS,GK,Middlesbrough,27-131,1997,6.3,6,0,0,1,0,3.9,0.30,-2.1,-0.33,25,96,26.0,199,35,35.7,33.3,36,69.4,51.8,75,8,10.7,7,1.10,11.5,player_advanced_goalkeeping_efl_championship.csv,
18,Joshua Griffiths,eng ENG,GK,West Brom,23-241,2001,6.0,11,0,0,3,0,8.8,0.34,-2.2,-0.36,23,74,31.1,171,29,35.1,34.1,26,53.8,45.1,103,2,1.9,6,1.00,13.3,player_advanced_goalkeeping_efl_championship.csv,
19,Daniel Grimshaw,eng ENG,GK,Plymouth Argyle,27-108,1998,21.0,49,3,0,8,0,47.5,0.37,-1.5,-0.07,94,444,21.2,911,94,37.2,35.2,155,67.7,52.2,319,6,1.9,26,1.24,14.9,player_advanced_goalkeeping_efl_championship.csv,
20,Angus Gunn,sct SCO,GK,Norwich City,29-102,1996,34.5,42,4,0,5,2,36.4,0.27,-3.6,-0.10,71,297,23.9,1212,172,20.8,25.9,153,29.4,30.5,469,24,5.1,60,1.74,16.1,player_advanced_goalkeeping_efl_championship.csv,
21,Conor Hazard,nir NIR,GK,Plymouth Argyle,27-060,1998,25.0,39,1,0,4,2,45.5,0.38,+8.5,+0.34,168,615,27.3,683,93,60.8,44.3,237,84.4,58.7,466,21,4.5,16,0.64,10.9,player_advanced_goalkeeping_efl_championship.csv,
22,Václav Hladký,cz CZE,GK,Burnley,34-171,1990,1.0,0,0,0,0,0,0.1,0.04,+0.1,+0.14,2,8,25.0,35,4,20.0,24.7,3,33.3,28.7,13,2,15.4,0,0.00,12.8,player_advanced_goalkeeping_efl_championship.csv,
23,Ethan Horvath,us USA,GK,Cardiff City,29-329,1995,17.0,28,0,1,4,3,21.6,0.33,-3.4,-0.20,71,268,26.5,411,45,46.2,38.5,109,71.6,52.3,184,7,3.8,16,0.94,13.8,player_advanced_goalkeeping_efl_championship.csv,
24,Matt Ingram,eng ENG,GK,Oxford United,31-137,1993,1.0,3,0,0,0,0,2.7,0.55,-0.3,-0.27,3,15,20.0,31,7,22.6,28.8,9,88.9,57.8,19,0,0.0,0,0.00,17.0,player_advanced_goalkeeping_efl_championship.csv,
25,Lukas Jensen,dk DEN,GK,Millwall,26-047,1999,41.0,41,1,1,8,4,42.1,0.31,+5.1,+0.12,189,790,23.9,882,96,61.7,44.6,264,93.2,63.2,549,25,4.6,38,0.93,14.4,player_advanced_goalkeeping_efl_championship.csv,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,player_advanced_goalkeeping_efl_championship.csv,
26,Viktor Johansson,se SWE,GK,Stoke City,26-232,1998,46.0,62,3,0,7,5,71.4,0.33,+14.4,+0.31,196,700,28.0,1451,209,36.2,34.5,242,72.3,53.9,753,50,6.6,102,2.22,16.1,player_advanced_goalkeeping_efl_championship.csv,
27,Thomas Kaminski,be BEL,GK,Luton Town,32-193,1992,44.3,68,2,1,11,1,60.3,0.31,-6.7,-0.15,374,1023,36.6,1203,120,61.6,43.6,348,81.0,56.0,610,25,4.1,72,1.62,18.2,player_advanced_goalkeeping_efl_championship.csv,
28,Ben Killip,eng ENG,GK,Portsmouth,29-161,1995,2.0,2,0,0,1,0,2.5,0.28,+0.5,+0.25,20,52,38.5,76,8,52.6,39.8,14,85.7,58.0,30,0,0.0,1,0.50,15.0,player_advanced_goalkeeping_efl_championship.csv,
29,George Long,eng ENG,GK,Norwich City,31-180,1993,8.5,19,2,0,1,0,15.2,0.30,-3.8,-0.45,18,72,25.0,267,48,23.2,26.2,39,25.6,28.3,128,4,3.1,10,1.18,15.1,player_advanced_goalkeeping_efl_championship.csv,
30,Illan Meslier,fr FRA,GK,Leeds United,25-063,2000,39.0,27,3,0,3,3,23.6,0.24,-0.4,-0.01,72,304,23.7,1201,174,21.1,28.0,119,42.0,39.5,348,32,9.2,35,0.90,13.7,player_advanced_goalkeeping_efl_championship.csv,
31,Simon Moore,eng ENG,GK,Sunderland,34-350,1990,4.0,2,0,0,0,0,1.8,0.18,-0.2,-0.04,14,49,28.6,94,23,36.2,34.4,25,60.0,47.6,61,4,6.6,5,1.25,12.6,player_advanced_goalkeeping_efl_championship.csv,
32,Paul Nardi,fr FRA,GK,QPR,30-351,1994,45.0,63,3,1,6,3,59.5,0.33,-0.5,-0.01,200,640,31.3,1366,184,35.7,33.5,250,60.8,46.9,658,10,1.5,39,0.87,13.8,player_advanced_goalkeeping_efl_championship.csv,
33,Will Norris,eng ENG,GK,Portsmouth,31-265,1993,8.0,19,3,2,1,1,16.1,0.29,-1.9,-0.24,56,185,30.3,263,30,57.8,42.2,49,67.3,52.4,115,3,2.6,8,1.00,13.6,player_advanced_goalkeeping_efl_championship.csv,
34,Max O'Leary,ie IRL,GK,Bristol City,28-206,1996,46.0,55,2,2,7,0,54.6,0.32,-0.4,-0.01,236,770,30.6,1217,218,51.3,39.6,219,66.7,49.2,555,37,6.7,79,1.72,17.3,player_advanced_goalkeeping_efl_championship.csv,
35,Alex Palmer,eng ENG,GK,West Brom,28-267,1996,30.0,27,1,0,1,3,27.1,0.27,+3.1,+0.10,137,443,30.9,1070,143,32.9,32.0,158,57.6,46.0,464,33,7.1,42,1.40,13.8,player_advanced_goalkeeping_efl_championship.csv,
36,Ivor Pandur,hr CRO,GK,Hull City,25-040,2000,44.0,52,4,0,8,2,51.8,0.29,+1.8,+0.04,124,449,27.6,1746,185,18.6,25.2,278,44.6,36.7,686,37,5.4,63,1.43,14.9,player_advanced_goalkeeping_efl_championship.csv,
37,Anthony Patterson,eng ENG,GK,Sunderland,24-359,2000,42.0,42,4,1,2,5,39.1,0.28,+2.1,+0.05,155,520,29.8,1222,189,30.5,32.1,273,53.8,44.7,551,23,4.2,27,0.64,12.3,player_advanced_goalkeeping_efl_championship.csv,
38,Aynsley Pears,eng ENG,GK,Blackburn,27-011,1998,40.0,43,3,2,3,0,45.5,0.28,+2.5,+0.06,174,594,29.3,1071,127,41.3,35.5,193,78.8,54.0,600,20,3.3,15,0.38,10.6,player_advanced_goalkeeping_efl_championship.csv,
39,Vicente Reyes,cl CHI,GK,Norwich City,21-166,2003,3.0,7,0,0,2,0,5.6,0.49,-1.4,-0.47,4,18,22.2,63,15,22.2,28.2,10,40.0,38.3,38,1,2.6,8,2.66,21.8,player_advanced_goalkeeping_efl_championship.csv,
40,Liam Roberts,eng ENG,GK,Millwall,30-164,1994,1.0,0,0,0,0,0,0.3,0.09,+0.3,+0.26,4,32,12.5,22,2,86.4,54.9,13,100.0,64.8,36,3,8.3,2,1.98,13.5,player_advanced_goalkeeping_efl_championship.csv,
41,Carl Rushworth,eng ENG,GK,Hull City,23-306,2001,2.0,2,0,0,0,0,1.6,0.40,-0.4,-0.20,7,21,33.3,59,9,30.5,29.4,4,75.0,55.5,31,1,3.2,2,1.00,16.1,player_advanced_goalkeeping_efl_championship.csv,
42,Nicolas Schmid,at AUT,GK,Portsmouth,28-071,1997,34.3,48,1,0,8,4,46.9,0.32,+2.9,+0.08,276,920,30.0,1055,60,69.1,48.8,203,94.1,67.9,454,12,2.6,98,2.85,21.7,player_advanced_goalkeeping_efl_championship.csv,
43,Egil Selvik,no NOR,GK,Watford,27-278,1997,16.0,19,0,0,2,0,24.4,0.36,+5.4,+0.34,79,261,30.3,505,60,39.0,34.6,100,64.0,46.8,233,13,5.6,16,1.00,12.6,player_advanced_goalkeeping_efl_championship.csv,
44,James Shea,eng ENG,GK,Luton Town,33-322,1991,1.6,1,0,0,0,0,2.0,0.41,+1.0,+0.62,12,43,27.9,61,6,52.5,40.4,15,73.3,57.5,21,4,19.0,4,2.45,13.9,player_advanced_goalkeeping_efl_championship.csv,
45,Balázs Tóth,hu HUN,GK,Blackburn,27-242,1997,6.0,5,0,0,3,0,7.4,0.35,+2.4,+0.40,18,108,16.7,147,19,43.5,37.0,47,93.6,65.0,95,6,6.3,5,0.83,12.3,player_advanced_goalkeeping_efl_championship.csv,
46,James Trafford,eng ENG,GK,Burnley,22-206,2002,45.0,16,0,1,3,0,27.8,0.26,+11.8,+0.26,148,574,25.8,1492,194,27.1,30.8,246,68.7,53.1,527,30,5.7,50,1.11,14.2,player_advanced_goalkeeping_efl_championship.csv,
47,Mark Travers,ie IRL,GK,Middlesbrough,25-351,1999,17.0,20,0,0,3,1,23.1,0.28,+4.1,+0.24,37,215,17.2,419,71,36.5,35.3,116,53.4,43.9,223,15,6.7,24,1.41,15.1,player_advanced_goalkeeping_efl_championship.csv,
48,Josh Vickers,eng ENG,GK,Derby County,29-154,1995,6.0,6,0,0,1,0,6.7,0.39,+0.7,+0.11,38,127,29.9,122,16,63.9,46.3,55,89.1,59.5,92,9,9.8,3,0.50,12.0,player_advanced_goalkeeping_efl_championship.csv,
