Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 24_level_0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
2323,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,33-133,1991,24.4,1438,1136,282,113,13,48,191,16,110,41,61,0,999,20,26,Matches
2324,Sávio,br BRA,"FW,MF",Manchester City,eng Premier League,21-024,2004,19.3,836,806,30,4,5,6,81,9,16,9,2,0,676,0,32,Matches
2325,Nicolò Savona,it ITA,DF,Juventus,it Serie A,22-046,2003,16.2,1010,885,123,14,0,2,33,109,0,0,0,0,905,2,13,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
2326,Saba Sazonov,ge GEO,DF,Torino,it Serie A,23-092,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2327,Joe Scally,us USA,DF,Gladbach,de Bundesliga,22-124,2002,27.9,1515,1244,268,32,5,10,48,236,0,0,0,0,1260,3,34,Matches
2328,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,21-144,2003,3.0,195,191,4,3,1,2,0,1,0,0,0,0,165,0,3,Matches
2329,Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,26-123,1999,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
2330,Oliver Scarles,eng ENG,DF,West Ham,eng Premier League,19-143,2005,6.6,333,302,28,3,1,1,13,25,0,0,0,0,260,3,5,Matches
2331,Dane Scarlett,eng ENG,"FW,MF",Tottenham,eng Premier League,21-041,2004,0.4,5,5,0,0,0,0,0,0,0,0,0,0,3,0,1,Matches
2332,Kevin Schade,de GER,FW,Brentford,eng Premier League,23-158,2001,22.2,487,429,57,0,1,4,36,54,0,0,0,0,287,1,18,Matches
2333,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,26-021,1999,16.2,533,507,23,2,0,1,17,4,3,2,0,0,387,3,19,Matches
2334,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,33-135,1991,28.6,1744,1672,64,59,4,27,9,5,0,0,0,0,1458,8,8,Matches
2335,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,29-100,1996,16.4,334,321,12,0,0,0,1,1,0,0,0,0,262,1,9,Matches
2336,Stefan Schimmer,de GER,"FW,MF",Heidenheim,de Bundesliga,31-006,1994,2.7,53,50,3,0,0,0,3,0,0,0,0,0,32,0,4,Matches
2337,Joël Schingtienne,be BEL,DF,Venezia,it Serie A,22-265,2002,9.7,370,322,48,15,0,0,0,30,0,0,0,0,320,0,4,Matches
2338,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,27-218,1997,2.0,98,94,3,3,1,1,1,0,0,0,0,0,85,1,0,Matches
2339,Keven Schlotterbeck,de GER,DF,Augsburg,de Bundesliga,28-006,1997,14.4,683,646,34,19,2,5,3,3,0,0,0,0,577,3,3,Matches
2340,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,25-154,1999,22.0,2080,1941,136,47,3,21,14,29,5,5,0,0,1856,3,22,Matches
2341,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,eng Premier League,32-132,1992,1.1,50,47,3,0,0,0,4,3,0,0,0,0,39,0,0,Matches
2342,Romano Schmid,at AUT,MF,Werder Bremen,de Bundesliga,25-097,2000,29.5,1542,1459,66,14,18,6,138,13,36,18,13,1,1140,17,38,Matches
2343,Niklas Schmidt,de GER,MF,Toulouse,fr Ligue 1,27-064,1998,2.3,180,166,14,2,0,3,16,0,12,5,7,0,142,0,4,Matches
2344,Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,25-326,1999,28.3,991,968,20,4,3,9,11,12,0,0,0,0,735,3,26,Matches
2345,Marvin Schulz,de GER,"MF,DF",Holstein Kiel,de Bundesliga,30-109,1995,3.2,162,138,23,13,0,0,12,0,10,4,3,0,126,1,0,Matches
2346,Alexander Schwolow,de GER,GK,Union Berlin,de Bundesliga,32-336,1992,5.0,160,127,32,6,0,0,0,0,0,0,0,0,122,1,0,Matches
2347,Léo Scienza,br BRA,"FW,MF",Heidenheim,de Bundesliga,26-233,1998,12.3,367,273,93,39,1,1,75,21,28,12,13,0,241,1,12,Matches
2348,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,21-256,2003,7.9,319,296,21,9,2,4,6,1,5,3,0,0,265,2,6,Matches
2349,Simone Scuffet,it ITA,GK,Cagliari,it Serie A,28-338,1996,13.0,407,264,140,40,0,0,0,1,0,0,0,0,286,3,0,Matches
2350,Simone Scuffet,it ITA,GK,Napoli,it Serie A,28-338,1996,1.0,44,33,11,2,0,0,0,0,0,0,0,0,35,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
2351,Jérémy Sebas,mq MTQ,"FW,MF",Strasbourg,fr Ligue 1,22-020,2003,2.1,41,40,1,0,0,0,2,0,0,0,0,0,27,0,3,Matches
2352,Aleksandar Sedlar,rs SRB,DF,Alavés,es La Liga,33-142,1991,5.7,208,197,11,6,0,1,0,3,0,0,0,0,170,0,1,Matches
2353,Jacopo Seghetti,it ITA,GK,Empoli,it Serie A,20-076,2005,1.0,22,15,6,1,0,0,0,0,0,0,0,0,14,1,0,Matches
2354,Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,24-334,2000,8.9,518,435,81,19,1,3,4,56,0,0,0,0,426,2,7,Matches
2355,Nicolas Seiwald,at AUT,"MF,DF",RB Leipzig,de Bundesliga,24-000,2001,21.2,1247,1174,67,33,8,3,45,7,26,8,15,0,1024,6,20,Matches
2356,Hiroki Sekine,jp JPN,DF,Reims,fr Ligue 1,22-266,2002,7.9,422,358,62,7,0,1,15,55,0,0,0,0,343,2,13,Matches
2357,Matz Sels,be BEL,GK,Nott'ham Forest,eng Premier League,33-067,1992,34.0,899,545,342,93,0,0,0,0,0,0,0,0,454,12,0,Matches
2358,Nélson Semedo,pt POR,DF,Wolves,eng Premier League,31-169,1993,29.6,1214,1018,192,11,1,4,58,181,0,0,0,0,973,4,33,Matches
2359,Antoine Semenyo,gh GHA,FW,Bournemouth,eng Premier League,25-117,2000,32.6,1007,950,48,3,9,5,52,42,3,0,1,0,737,9,38,Matches
2360,Marvin Senaya,tg TOG,DF,Strasbourg,fr Ligue 1,24-096,2001,2.5,138,109,27,5,0,0,1,22,0,0,0,0,110,2,4,Matches
2361,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,27-359,1997,11.3,644,612,27,21,0,1,10,5,0,0,0,0,493,5,1,Matches
2362,Stefano Sensi,it ITA,MF,Monza,it Serie A,29-272,1995,2.5,235,224,10,6,0,3,8,1,3,0,3,0,202,1,1,Matches
2363,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,28-023,1997,12.9,423,405,13,8,3,5,6,3,2,0,0,0,323,5,14,Matches
2364,Sergi,es ESP,DF,Leganés,es La Liga,33-014,1992,30.5,1424,1365,52,51,0,7,1,0,0,0,0,0,1190,7,6,Matches
2365,Nicolás Serrano,es ESP,FW,Athletic Club,es La Liga,22-060,2003,1.2,44,37,7,2,0,0,13,0,5,4,0,0,25,0,0,Matches
2366,Benjamin Šeško,si SVN,"FW,MF",RB Leipzig,de Bundesliga,21-338,2003,25.6,596,572,21,1,3,1,7,3,0,0,0,0,400,3,25,Matches
2367,Ryan Sessegnon,eng ENG,"FW,DF",Fulham,eng Premier League,24-351,2000,5.2,162,155,7,0,0,0,13,6,0,0,0,0,124,0,7,Matches
2368,Stephan El Shaarawy,it ITA,"DF,MF",Roma,it Serie A,32-189,1992,11.7,485,431,50,1,4,0,26,47,2,0,2,0,382,4,11,Matches
2369,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,29-296,1995,1.9,189,182,7,1,1,1,9,2,4,0,1,0,159,0,5,Matches
2370,Alen Sherri,al ALB,GK,Cagliari,it Serie A,27-140,1997,6.0,198,138,60,12,0,0,0,0,0,0,0,0,149,0,0,Matches
2371,Eldor Shomurodov,uz UZB,"FW,MF",Roma,it Serie A,29-309,1995,8.8,231,225,6,0,1,2,6,0,0,0,0,0,175,0,12,Matches
2372,Djibril Sidibé,fr FRA,DF,Toulouse,fr Ligue 1,32-279,1992,21.6,1173,995,176,45,6,4,40,126,1,0,1,0,939,2,16,Matches
2373,Armindo Sieb,de GER,"FW,MF",Mainz 05,de Bundesliga,22-076,2003,8.5,195,185,8,0,1,0,6,2,0,0,0,0,136,2,6,Matches
2374,Vincent Sierro,ch SUI,MF,Toulouse,fr Ligue 1,29-208,1995,24.7,1275,1146,127,67,6,13,64,3,38,18,18,0,997,2,16,Matches
2375,Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,25-056,2000,11.1,584,547,34,12,0,6,7,17,0,0,0,0,463,3,5,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
2376,Zain Silcott-Duberry,ms MSR,FW,Bournemouth,eng Premier League,19-299,2005,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,Matches
2377,Kiliann Sildillia,fr FRA,DF,Freiburg,de Bundesliga,22-353,2002,8.9,455,371,82,5,0,1,19,77,0,0,0,0,335,2,13,Matches
2378,André Silva,pt POR,FW,Werder Bremen,de Bundesliga,29-179,1995,4.2,116,99,14,1,1,0,4,1,0,0,0,0,82,3,8,Matches
2379,André Silva,pt POR,"FW,MF",RB Leipzig,de Bundesliga,29-179,1995,1.5,42,35,6,0,1,0,0,1,0,0,0,0,30,1,4,Matches
2380,Bernardo Silva,pt POR,"MF,FW",Manchester City,eng Premier League,30-267,1994,26.7,1573,1455,117,52,3,5,54,39,13,3,0,0,1370,1,32,Matches
2381,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,27-277,1997,19.4,1276,1020,253,52,6,3,122,165,36,16,15,0,941,3,33,Matches
2382,Fábio Silva,pt POR,FW,Las Palmas,es La Liga,22-289,2002,20.7,466,421,44,1,3,3,21,5,0,0,0,0,309,1,24,Matches
2383,Jota Silva,pt POR,"FW,MF",Nott'ham Forest,eng Premier League,25-276,1999,9.4,190,187,1,0,1,1,21,0,1,0,0,0,115,2,12,Matches
2384,Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,eng Premier League,19-001,2006,0.3,8,6,2,0,0,0,0,2,0,0,0,0,7,0,0,Matches
2385,Rui Silva,pt POR,GK,Betis,es La Liga,31-086,1994,15.0,524,404,118,42,0,0,0,0,0,0,0,0,412,2,0,Matches
2386,Marco Silvestri,it ITA,GK,Empoli,it Serie A,34-063,1991,5.0,148,124,24,11,0,0,0,0,0,0,0,0,94,0,0,Matches
2387,Abdallah Sima,sn SEN,"FW,MF",Brest,fr Ligue 1,23-321,2001,13.0,306,301,5,2,0,1,16,3,0,0,0,0,215,0,14,Matches
2388,Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,25-001,2000,0.6,50,44,6,0,0,0,1,6,0,0,0,0,42,0,1,Matches
2389,Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,29-303,1995,4.4,108,105,3,0,1,1,3,0,0,0,0,0,75,0,6,Matches
2390,Giuliano Simeone,ar ARG,MF,Atlético Madrid,es La Liga,22-137,2002,19.0,716,687,28,0,2,0,43,27,1,0,0,0,542,1,38,Matches
2391,Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,29-296,1995,26.0,734,621,113,24,5,1,201,20,63,33,23,0,453,0,45,Matches
2392,Unai Simón,es ESP,GK,Athletic Club,es La Liga,27-327,1997,16.0,485,355,127,34,0,0,0,0,0,0,0,0,338,3,0,Matches
2393,Xavi Simons,nl NED,MF,RB Leipzig,de Bundesliga,22-013,2003,21.9,1089,962,120,38,22,3,72,8,51,17,17,1,860,7,25,Matches
2394,Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,eng Premier League,19-181,2005,1.1,115,110,5,3,0,0,0,1,0,0,0,0,107,0,0,Matches
2395,Danel Sinani,lu LUX,"FW,MF",St. Pauli,de Bundesliga,28-029,1997,12.2,474,394,76,10,5,2,60,4,46,28,13,0,335,4,9,Matches
2396,Lassine Sinayoko,ml MLI,"FW,MF",Auxerre,fr Ligue 1,25-147,1999,22.7,606,576,27,2,4,0,24,3,1,0,0,0,461,3,24,Matches
2397,Wilfried Singo,ci CIV,DF,Monaco,fr Ligue 1,24-130,2000,21.3,1311,1212,93,58,1,10,10,35,0,0,0,0,1122,6,8,Matches
2398,Luis Sinisterra,co COL,"FW,MF",Bournemouth,eng Premier League,25-321,1999,2.6,93,92,0,0,0,1,7,0,0,0,0,0,73,1,4,Matches
2399,Daley Sinkgraven,nl NED,DF,Las Palmas,es La Liga,29-304,1995,1.0,66,59,7,2,0,0,4,5,0,0,0,0,50,0,1,Matches
2400,Tobias Sippel,de GER,GK,Gladbach,de Bundesliga,37-043,1988,0.7,34,20,14,2,0,0,0,0,0,0,0,0,20,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
2401,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,es La Liga,29-239,1995,6.8,481,473,8,6,0,2,1,1,0,0,0,0,435,0,5,Matches
2402,Ayanda Sishuba,be BEL,FW,Rennes,fr Ligue 1,20-091,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2403,Ibrahim Sissoko,ml MLI,FW,Saint-Étienne,fr Ligue 1,29-158,1995,9.0,174,152,21,0,1,2,3,0,0,0,0,0,114,1,7,Matches
2404,Ibrahima Sissoko,ml MLI,MF,Bochum,de Bundesliga,27-189,1997,27.6,1003,990,11,3,3,3,21,4,0,0,0,0,758,2,25,Matches
2405,Niama Sissoko,ml MLI,"FW,MF",Reims,fr Ligue 1,19-139,2005,0.5,11,9,2,0,0,0,0,0,0,0,0,0,7,0,1,Matches
2406,Antonio Sivera,es ESP,GK,Alavés,es La Liga,28-266,1996,27.2,844,515,327,137,0,0,0,0,0,0,0,0,469,2,1,Matches
2407,Tim Skarke,de GER,"FW,MF",Union Berlin,de Bundesliga,28-239,1996,11.7,316,308,7,0,0,2,26,3,0,0,0,0,223,1,15,Matches
2408,Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,de Bundesliga,29-359,1995,22.1,1194,1159,31,28,2,1,3,3,0,0,0,0,1057,4,19,Matches
2409,Oliver Skipp,eng ENG,MF,Leicester City,eng Premier League,24-230,2000,11.1,461,456,4,3,2,0,5,1,0,0,0,0,392,1,11,Matches
2410,Leo Skiri Østigård,no NOR,DF,Rennes,fr Ligue 1,25-157,1999,13.6,797,769,28,16,0,4,0,1,0,0,0,0,676,0,6,Matches
2411,Leo Skiri Østigård,no NOR,DF,Hoffenheim,de Bundesliga,25-157,1999,8.3,506,482,23,12,0,1,2,0,0,0,0,0,425,1,2,Matches
2412,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,33-364,1991,23.3,970,819,147,60,0,0,0,0,0,0,0,0,750,4,0,Matches
2413,Andreas Skov Olsen,dk DEN,"FW,DF",Wolfsburg,de Bundesliga,25-126,1999,5.1,238,221,17,2,0,4,25,6,9,9,0,0,195,0,4,Matches
2414,Robert Skov,dk DEN,"DF,MF",Union Berlin,de Bundesliga,28-349,1996,9.5,463,353,107,22,2,1,61,60,25,12,13,0,305,3,10,Matches
2415,Milan Škriniar,sk SVK,DF,Paris S-G,fr Ligue 1,30-082,1995,4.2,374,360,14,8,0,2,0,1,0,0,0,0,361,0,0,Matches
2416,Steven Skrzybski,de GER,"FW,MF",Holstein Kiel,de Bundesliga,32-167,1992,12.4,376,344,31,6,3,2,28,4,7,3,2,0,264,1,11,Matches
2417,Naatan Skyttä,fi FIN,FW,Toulouse,fr Ligue 1,22-362,2002,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
2418,William Smallbone,ie IRL,MF,Southampton,eng Premier League,25-072,2000,7.2,331,271,59,12,0,2,34,4,24,15,6,0,257,1,7,Matches
2419,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,34-005,1991,15.7,576,465,111,8,1,2,30,103,0,0,0,0,436,0,12,Matches
2420,Eric Smith,se SWE,"DF,MF",St. Pauli,de Bundesliga,28-116,1997,29.4,1569,1358,204,138,4,8,100,4,59,20,23,1,1264,7,7,Matches
2421,Justin Smith,ca CAN,MF,Espanyol,es La Liga,22-089,2003,2.3,61,58,2,2,0,0,1,0,0,0,0,0,40,1,1,Matches
2422,Emile Smith Rowe,eng ENG,MF,Fulham,eng Premier League,24-280,2000,21.0,937,908,27,4,2,2,13,2,1,0,0,0,844,2,18,Matches
2423,Ivan Smolčić,hr CRO,DF,Como,it Serie A,24-260,2000,6.0,352,281,71,14,0,3,4,57,0,0,0,0,287,0,4,Matches
2424,Eduard Sobol,ua UKR,DF,Strasbourg,fr Ligue 1,30-014,1995,1.1,34,26,8,1,0,0,1,7,0,0,0,0,22,0,1,Matches
2425,Simon Sohm,ch SUI,MF,Parma,it Serie A,24-023,2001,30.6,1153,1123,28,14,9,2,13,4,6,1,0,0,981,2,13,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
2426,Alex Sola,es ESP,"MF,FW",Getafe,es La Liga,25-329,1999,11.4,242,238,2,1,0,2,18,1,0,0,0,0,155,2,10,Matches
2427,Arnau Solà,es ESP,MF,Villarreal,es La Liga,22-030,2003,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
2428,Dominic Solanke,eng ENG,FW,Tottenham,eng Premier League,27-232,1997,23.5,352,312,38,0,3,1,4,2,0,0,0,0,250,2,15,Matches
2429,Ola Solbakken,no NOR,"MF,FW",Empoli,it Serie A,26-239,1998,7.5,166,163,3,0,1,4,5,2,0,0,0,0,115,0,5,Matches
2430,Carlos Soler,es ESP,"MF,FW",West Ham,eng Premier League,28-122,1997,15.0,623,565,56,27,4,5,31,3,17,10,4,0,530,2,9,Matches
2431,Julio Soler,ar ARG,FW,Bournemouth,eng Premier League,20-077,2005,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2432,Oumar Solet,fr FRA,DF,Udinese,it Serie A,25-086,2000,15.6,963,890,69,27,3,7,4,2,0,0,0,0,857,4,8,Matches
2433,Jhon Solis,co COL,MF,Girona,es La Liga,20-213,2004,5.2,267,264,2,2,1,0,2,0,0,0,0,0,243,1,0,Matches
2434,Yann Sommer,ch SUI,GK,Inter,it Serie A,36-138,1988,31.0,1232,1070,155,36,0,1,0,0,0,0,0,0,1075,7,0,Matches
2435,David Soria,es ESP,GK,Getafe,es La Liga,32-030,1993,34.0,920,501,414,143,0,3,0,0,0,0,0,0,458,5,0,Matches
2436,Juan Soriano,es ESP,GK,Leganés,es La Liga,27-254,1997,6.0,185,108,77,23,0,0,0,0,0,0,0,0,98,0,0,Matches
2437,Borna Sosa,hr CRO,DF,Torino,it Serie A,27-103,1998,13.1,686,565,116,12,0,4,51,99,5,4,1,0,546,5,10,Matches
2438,Ramón Sosa,py PAR,"FW,MF",Nott'ham Forest,eng Premier League,25-246,1999,3.0,93,82,10,2,0,1,8,4,4,2,1,0,63,1,2,Matches
2439,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,21-136,2003,13.1,972,900,72,37,3,17,45,1,34,9,18,0,831,0,10,Matches
2440,Florian Sotoca,fr FRA,"FW,MF",Lens,fr Ligue 1,34-191,1990,19.7,981,929,42,5,8,5,75,28,2,0,0,0,718,10,42,Matches
2441,Riccardo Sottil,it ITA,"FW,MF",Fiorentina,it Serie A,25-335,1999,9.3,278,265,12,3,1,0,41,4,5,2,0,0,196,1,8,Matches
2442,Riccardo Sottil,it ITA,"FW,MF",Milan,it Serie A,25-335,1999,1.3,52,47,4,1,0,1,8,1,2,1,0,0,38,1,0,Matches
2443,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,30-066,1995,25.0,844,825,17,14,0,10,11,3,0,0,0,0,623,2,21,Matches
2444,Matìas Soulé,ar ARG,"MF,FW",Roma,it Serie A,22-019,2003,15.9,786,707,78,14,4,2,70,31,28,17,7,0,646,1,13,Matches
2445,Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,26-066,1999,21.8,1136,1123,10,7,3,1,8,3,0,0,0,0,985,3,14,Matches
2446,Issa Soumaré,sn SEN,"FW,MF",Le Havre,fr Ligue 1,24-206,2000,18.1,487,480,3,0,0,4,38,2,0,0,0,0,294,4,20,Matches
2447,Djibril Sow,ch SUI,MF,Sevilla,es La Liga,28-087,1997,20.7,903,881,20,16,0,4,9,1,2,0,0,0,802,2,8,Matches
2448,Saidou Sow,gn GUI,DF,Strasbourg,fr Ligue 1,22-304,2002,11.3,636,618,17,13,0,0,0,0,0,0,0,0,577,1,1,Matches
2449,Saidou Sow,gn GUI,DF,Nantes,fr Ligue 1,22-304,2002,8.9,399,361,37,6,0,1,0,2,0,0,0,0,332,1,1,Matches
2450,Djed Spence,eng ENG,DF,Tottenham,eng Premier League,24-268,2000,16.8,1017,864,150,26,2,2,23,124,0,0,0,0,875,3,17,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
2451,Leonardo Spinazzola,it ITA,"DF,FW",Napoli,it Serie A,32-040,1993,14.0,718,602,114,12,2,4,52,90,12,5,3,0,578,2,18,Matches
2452,Marco Sportiello,it ITA,GK,Milan,it Serie A,32-359,1992,1.4,61,44,16,2,0,0,0,0,0,0,0,0,51,1,0,Matches
2453,Anton Stach,de GER,"MF,DF",Hoffenheim,de Bundesliga,26-170,1998,26.8,1455,1421,32,26,4,8,24,3,1,0,1,0,1203,2,25,Matches
2454,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,28-177,1996,22.7,921,897,20,17,6,8,23,3,0,0,0,0,704,4,21,Matches
2455,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,25-032,2000,8.1,624,562,62,16,0,8,11,41,0,0,0,0,569,0,2,Matches
2456,Filip Stankovic,rs SRB,GK,Venezia,it Serie A,23-068,2002,15.2,513,411,101,28,0,1,0,0,0,0,0,0,372,1,0,Matches
2457,Jay Stansfield,eng ENG,MF,Fulham,eng Premier League,22-161,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2458,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,29-337,1995,25.2,1643,1614,29,22,1,5,0,0,0,0,0,0,1539,0,4,Matches
2459,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,30-020,1995,21.4,1197,1149,47,38,0,2,3,7,0,0,0,0,1022,1,7,Matches
2460,Lucas Stassin,be BEL,FW,Saint-Étienne,fr Ligue 1,20-157,2004,20.0,473,408,63,0,5,1,19,0,0,0,0,0,350,2,23,Matches
2461,Jason Steele,eng ENG,GK,Brighton,eng Premier League,34-259,1990,2.0,112,104,8,6,0,0,0,0,0,0,0,0,101,0,0,Matches
2462,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,es La Liga,20-248,2004,10.5,197,188,4,0,0,0,7,0,0,0,0,0,104,5,9,Matches
2463,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,29-045,1996,2.4,161,132,29,4,0,2,17,17,8,3,2,1,135,0,2,Matches
2464,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,31-097,1994,13.4,854,814,39,18,0,2,1,13,0,0,0,0,786,1,4,Matches
2465,Leonidas Stergiou,ch SUI,DF,Stuttgart,de Bundesliga,23-062,2002,9.5,534,451,80,5,1,0,13,75,0,0,0,0,440,3,9,Matches
2466,Raheem Sterling,eng ENG,"FW,MF",Arsenal,eng Premier League,30-147,1994,4.9,183,180,1,0,0,1,14,0,1,0,0,0,141,2,7,Matches
2467,Enzo Sternal,fr FRA,"FW,MF",Marseille,fr Ligue 1,17-341,2007,0.3,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
2468,Finley Stevens,wls WAL,DF,St. Pauli,de Bundesliga,22-024,2003,0.0,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,Matches
2469,Ross Stewart,sct SCO,FW,Southampton,eng Premier League,28-297,1996,3.2,67,66,1,1,0,0,0,0,0,0,0,0,49,0,2,Matches
2470,Angelo Stiller,de GER,MF,Stuttgart,de Bundesliga,24-030,2001,30.3,2521,2333,177,83,15,6,95,9,48,24,10,0,2201,11,15,Matches
2471,Kevin Stöger,at AUT,MF,Gladbach,de Bundesliga,31-250,1993,16.8,1093,918,165,59,13,12,113,15,66,28,28,0,828,10,23,Matches
2472,Stoichkov,es ESP,"MF,FW",Alavés,es La Liga,31-180,1993,7.8,214,204,9,0,6,1,13,0,0,0,0,0,132,1,13,Matches
2473,Petar Stojanović,si SVN,MF,Empoli,it Serie A,29-209,1995,0.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
2474,Jakub Stolarczyk,pl POL,GK,Leicester City,eng Premier League,24-136,2000,7.0,259,199,60,26,0,0,0,0,0,0,0,0,177,0,0,Matches
2475,John Stones,eng ENG,"DF,MF",Manchester City,eng Premier League,30-341,1994,6.1,403,389,13,7,0,3,0,0,0,0,0,0,367,1,2,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
2476,Jørgen Strand Larsen,no NOR,FW,Wolves,eng Premier League,25-087,2000,27.4,431,420,11,0,1,2,6,0,0,0,0,0,272,0,18,Matches
2477,Gabriel Strefezza,br BRA,"FW,MF",Como,it Serie A,28-016,1997,26.1,1057,951,98,31,6,10,108,6,57,18,20,0,796,8,40,Matches
2478,Cristhian Stuani,uy URU,FW,Girona,es La Liga,38-204,1986,8.3,103,90,13,0,0,0,1,1,0,0,0,0,72,0,2,Matches
2479,Álex Suárez,es ESP,DF,Las Palmas,es La Liga,32-047,1993,25.8,1296,1157,138,64,1,8,0,34,0,0,0,0,1119,1,10,Matches
2480,Denis Suárez,es ESP,MF,Villarreal,es La Liga,31-118,1994,5.9,235,210,21,6,0,5,23,3,11,2,7,0,179,4,7,Matches
2481,Gabriel Suazo,cl CHI,DF,Toulouse,fr Ligue 1,27-268,1997,23.8,1233,1020,210,36,3,8,75,154,20,14,4,0,983,3,26,Matches
2482,Luka Sučić,hr CRO,MF,Real Sociedad,es La Liga,22-238,2002,17.5,771,748,18,7,4,6,16,1,0,0,0,0,636,5,14,Matches
2483,Yukinari Sugawara,jp JPN,"DF,MF",Southampton,eng Premier League,24-310,2000,16.3,862,743,118,17,1,7,69,91,10,4,6,0,689,1,21,Matches
2484,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,29-243,1995,9.8,798,758,38,18,0,2,1,6,0,0,0,0,738,2,2,Matches
