Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 25_level_0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
141,Jon Aramburu,ve VEN,DF,Real Sociedad,es La Liga,22-285,2002,24.5,27,1.10,20,3,1,0,1,2,2,0.08,2,0,0,0,0,0,Matches
142,Julian Araujo,mx MEX,DF,Bournemouth,eng Premier League,23-264,2001,4.7,4,0.85,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
143,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,26-058,1999,7.1,10,1.40,9,0,0,1,0,0,1,0.14,0,0,0,1,0,0,Matches
144,Cameron Archer,eng ENG,FW,Southampton,eng Premier League,23-287,2001,15.3,17,1.12,8,0,4,4,1,0,0,0.00,0,0,0,0,0,0,Matches
145,Carlens Arcus,ht HAI,DF,Angers,fr Ligue 1,28-310,1996,19.7,30,1.52,26,1,1,0,0,2,1,0.05,1,0,0,0,0,0,Matches
146,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,32-066,1993,22.1,3,0.14,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
147,Adu Ares,es ESP,FW,Athletic Club,es La Liga,23-204,2001,0.2,1,4.74,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
148,Jesús Areso,es ESP,DF,Osasuna,es La Liga,25-306,1999,30.2,60,1.98,46,10,2,1,1,0,8,0.26,6,2,0,0,0,0,Matches
149,David Argüelles,es ESP,MF,Getafe,es La Liga,23-123,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
150,Joe Aribo,ng NGA,"MF,DF",Southampton,eng Premier League,28-287,1996,21.2,37,1.75,32,0,2,1,2,0,1,0.05,1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
151,Adam Armstrong,eng ENG,"FW,MF",Southampton,eng Premier League,28-083,1997,13.9,19,1.37,12,1,2,4,0,0,4,0.29,1,0,0,3,0,0,Matches
152,Harrison Armstrong,eng ENG,MF,Everton,eng Premier League,18-105,2007,0.5,1,1.87,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
153,José Arnaiz,es ESP,"MF,FW",Osasuna,es La Liga,30-019,1995,1.4,5,3.69,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
154,Hákon Arnar Haraldsson,is ISL,"MF,FW",Lille,fr Ligue 1,22-024,2003,17.0,64,3.77,44,11,1,4,3,1,7,0.41,5,1,0,1,0,0,Matches
155,Marko Arnautović,at AUT,FW,Inter,it Serie A,36-015,1989,5.9,14,2.38,14,0,0,0,0,0,2,0.34,2,0,0,0,0,0,Matches
156,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,30-342,1994,25.2,80,3.18,45,30,1,1,3,0,10,0.40,3,7,0,0,0,0,Matches
157,Jann-Fiete Arp,de GER,"FW,MF",Holstein Kiel,de Bundesliga,25-118,2000,7.7,33,4.27,18,4,2,3,5,1,3,0.39,1,1,0,1,0,0,Matches
158,Sergio Arribas,es ESP,DF,Betis,es La Liga,22-083,2003,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
159,Kepa Arrizabalaga,es ESP,GK,Bournemouth,eng Premier League,30-213,1994,28.0,4,0.14,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
160,Arthur,br BRA,DF,Leverkusen,de Bundesliga,22-048,2003,7.1,7,0.99,7,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
161,Takuma Asano,jp JPN,"FW,MF",Mallorca,es La Liga,30-175,1994,10.6,18,1.69,14,0,1,2,1,0,1,0.09,1,0,0,0,0,0,Matches
162,Raúl Asencio,es ESP,DF,Real Madrid,es La Liga,22-080,2003,15.1,10,0.66,9,0,1,0,0,0,1,0.07,1,0,0,0,0,0,Matches
163,Marco Asensio,es ESP,"MF,FW",Aston Villa,eng Premier League,29-103,1996,6.0,27,4.50,16,7,0,1,2,1,3,0.50,2,0,0,1,0,0,Matches
164,Marco Asensio,es ESP,"FW,MF",Paris S-G,fr Ligue 1,29-103,1996,6.9,37,5.39,27,2,2,6,0,0,7,1.02,7,0,0,0,0,0,Matches
165,Kristjan Asllani,al ALB,MF,Inter,it Serie A,23-056,2002,9.0,28,3.11,21,5,0,1,1,0,2,0.22,1,1,0,0,0,0,Matches
166,Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,37-276,1987,17.5,65,3.70,57,1,2,3,2,0,11,0.63,9,0,0,1,1,0,Matches
167,Yaser Asprilla,co COL,"FW,MF",Girona,es La Liga,21-166,2003,12.5,53,4.25,40,5,6,1,1,0,6,0.48,4,2,0,0,0,0,Matches
168,Lorenz Assignon,tg TOG,"DF,MF",Rennes,fr Ligue 1,24-316,2000,24.9,63,2.53,48,7,3,3,1,1,9,0.36,6,0,0,2,1,0,Matches
169,Dehmaine Assoumani,fr FRA,"MF,FW",Nantes,fr Ligue 1,20-017,2005,0.9,6,6.59,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
170,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,19-252,2005,29.7,47,1.58,31,0,3,5,4,4,1,0.03,1,0,0,0,0,0,Matches
171,Arthur Atta,fr FRA,"MF,FW",Udinese,it Serie A,22-110,2003,12.2,39,3.19,34,1,1,2,1,0,2,0.16,0,0,0,2,0,0,Matches
172,Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,22-344,2002,23.6,6,0.25,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
173,Emil Audero,id IDN,GK,Como,it Serie A,28-106,1997,8.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
174,Tommaso Augello,it ITA,DF,Cagliari,it Serie A,30-247,1994,27.3,67,2.45,44,19,3,1,0,0,9,0.33,9,0,0,0,0,0,Matches
175,Carlos Augusto,br BRA,DF,Inter,it Serie A,26-117,1999,17.0,23,1.35,18,1,0,1,2,1,3,0.18,2,0,0,1,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
176,Yann Aurel Bisseck,de GER,DF,Inter,it Serie A,24-156,2000,16.1,18,1.12,14,0,0,2,1,1,4,0.25,4,0,0,0,0,0,Matches
177,Brandon Austin,eng ENG,GK,Tottenham,eng Premier League,26-116,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
178,Ezequiel Ávila,ar ARG,FW,Betis,es La Liga,31-087,1994,7.5,31,4.12,24,0,1,2,4,0,3,0.40,3,0,0,0,0,0,Matches
179,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,27-265,1997,4.5,9,1.98,5,0,1,2,1,0,1,0.22,0,0,0,1,0,0,Matches
180,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,21-210,2003,19.3,58,3.00,35,11,3,3,4,2,6,0.31,4,2,0,0,0,0,Matches
181,Florian Ayé,fr FRA,FW,Auxerre,fr Ligue 1,28-105,1997,5.9,5,0.85,4,0,0,1,0,0,2,0.34,1,0,0,1,0,0,Matches
182,André Ayew,gh GHA,FW,Le Havre,fr Ligue 1,35-138,1989,14.0,16,1.14,12,0,0,2,2,0,1,0.07,1,0,0,0,0,0,Matches
183,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,33-235,1991,0.2,1,4.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
184,Jordan Ayew,gh GHA,"FW,MF",Leicester City,eng Premier League,33-235,1991,15.8,35,2.21,22,7,2,3,0,1,2,0.13,1,0,0,1,0,0,Matches
185,Neil El Aynaoui,fr FRA,MF,Lens,fr Ligue 1,23-306,2001,14.7,36,2.45,18,15,0,1,1,1,2,0.14,0,2,0,0,0,0,Matches
186,Ayman Azhil,ma MAR,MF,Dortmund,de Bundesliga,24-024,2001,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
187,Adam Aznou,ma MAR,DF,Valladolid,es La Liga,18-336,2006,7.5,10,1.34,7,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
188,Adam Aznou,ma MAR,DF,Bayern Munich,de Bundesliga,18-336,2006,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
189,César Azpilicueta,es ESP,DF,Atlético Madrid,es La Liga,35-249,1989,8.2,6,0.73,4,1,0,0,0,1,1,0.12,1,0,0,0,0,0,Matches
190,Paulo Azzi,br BRA,DF,Cagliari,it Serie A,30-293,1994,4.7,15,3.17,9,2,1,2,0,1,0,0.00,0,0,0,0,0,0,Matches
191,Oussama El Azzouzi,ma MAR,MF,Bologna,it Serie A,23-340,2001,0.1,1,11.25,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
192,Papa Ba,es ESP,MF,Girona,es La Liga,20-234,2004,0.5,2,3.75,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
193,Shavy Babicka,ga GAB,"MF,FW",Toulouse,fr Ligue 1,24-337,2000,13.1,28,2.13,19,1,3,0,3,2,5,0.38,3,0,1,0,1,0,Matches
194,Jacopo Bacci,it ITA,MF,Empoli,it Serie A,19-319,2005,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
195,Aliou Badara Baldé,gn GUI,"MF,FW",Bochum,de Bundesliga,22-143,2002,1.0,3,2.93,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
196,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,25-023,2000,27.2,19,0.70,17,0,0,2,0,0,2,0.07,2,0,0,0,0,0,Matches
197,Milan Badelj,hr CRO,MF,Genoa,it Serie A,36-068,1989,15.6,25,1.60,19,0,0,4,2,0,1,0.06,0,0,0,1,0,0,Matches
198,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,24-039,2001,3.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
199,Alex Baena,es ESP,MF,Villarreal,es La Liga,23-288,2001,25.2,152,6.03,98,38,3,8,4,1,18,0.71,15,2,0,0,1,0,Matches
200,Juma Bah,sl SLE,DF,Valladolid,es La Liga,19-023,2006,9.6,2,0.21,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
201,Juma Bah,sl SLE,DF,Lens,fr Ligue 1,19-023,2006,4.6,4,0.87,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
202,Leon Bailey,jm JAM,"FW,MF",Aston Villa,eng Premier League,27-268,1997,12.6,38,3.01,23,1,8,3,3,0,4,0.32,4,0,0,0,0,0,Matches
203,Eric Bailly,ci CIV,DF,Villarreal,es La Liga,31-022,1994,6.9,2,0.29,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
204,Theo Bair,ca CAN,FW,Auxerre,fr Ligue 1,25-250,1999,10.4,17,1.64,14,0,1,2,0,0,2,0.19,1,0,0,1,0,0,Matches
205,Stefan Bajcetic,es ESP,"MF,DF",Las Palmas,es La Liga,20-194,2004,9.3,12,1.29,10,0,0,1,1,0,1,0.11,0,0,0,1,0,0,Matches
206,Cédric Bakambu,cd COD,FW,Betis,es La Liga,34-023,1991,6.8,11,1.62,9,0,0,1,1,0,3,0.44,2,0,0,0,1,0,Matches
207,Mitchel Bakker,nl NED,MF,Atalanta,it Serie A,24-318,2000,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
208,Mitchel Bakker,nl NED,"FW,DF",Lille,fr Ligue 1,24-318,2000,12.1,38,3.11,26,8,2,1,1,0,4,0.33,2,1,0,0,1,0,Matches
209,Darryl Bakola,fr FRA,"DF,MF",Marseille,fr Ligue 1,17-155,2007,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
210,Ridle Baku,de GER,"FW,MF",Wolfsburg,de Bundesliga,27-026,1998,13.0,31,2.38,22,2,1,3,1,2,4,0.31,3,0,0,0,1,0,Matches
211,Ridle Baku,de GER,"DF,MF",RB Leipzig,de Bundesliga,27-026,1998,13.0,26,1.99,21,1,2,1,0,1,5,0.38,4,0,0,0,0,1,Matches
212,Dilane Bakwa,fr FRA,"MF,DF",Strasbourg,fr Ligue 1,22-251,2002,25.9,103,3.97,62,21,9,3,6,2,15,0.58,13,1,1,0,0,0,Matches
213,Tommaso Baldanzi,it ITA,"MF,FW",Roma,it Serie A,22-042,2003,8.8,36,4.09,23,0,6,4,2,1,4,0.45,3,0,0,0,0,1,Matches
214,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,21-198,2003,23.1,73,3.16,57,3,3,3,7,0,12,0.52,10,0,0,0,2,0,Matches
215,Keita Baldé,sn SEN,FW,Monza,it Serie A,30-057,1995,5.2,17,3.30,12,0,1,2,2,0,0,0.00,0,0,0,0,0,0,Matches
216,Carlos Baleba,cm CMR,MF,Brighton,eng Premier League,21-121,2004,25.7,60,2.34,50,0,2,4,1,3,4,0.16,2,0,0,0,1,1,Matches
217,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,26-098,1999,22.3,24,1.08,21,0,2,1,0,0,2,0.09,2,0,0,0,0,0,Matches
218,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,33-123,1992,10.0,13,1.31,9,2,0,1,1,0,1,0.10,1,0,0,0,0,0,Matches
219,Fodé Ballo-Touré,sn SEN,DF,Le Havre,fr Ligue 1,28-121,1997,4.3,2,0.47,2,0,0,0,0,0,1,0.23,1,0,0,0,0,0,Matches
220,Botond Balogh,hu HUN,DF,Parma,it Serie A,22-332,2002,20.7,8,0.39,7,0,0,0,0,1,2,0.10,2,0,0,0,0,0,Matches
221,Folarin Balogun,us USA,FW,Monaco,fr Ligue 1,23-305,2001,6.8,19,2.78,13,0,1,4,1,0,2,0.29,0,0,1,1,0,0,Matches
222,Mario Balotelli,it ITA,"FW,MF",Genoa,it Serie A,34-265,1990,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
223,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,35-009,1990,16.8,10,0.60,8,0,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches
224,Jonathan Bamba,ci CIV,"FW,MF",Celta Vigo,es La Liga,29-039,1996,9.0,28,3.11,24,0,2,2,0,0,4,0.44,4,0,0,0,0,0,Matches
225,Mohamed Bamba,ci CIV,MF,Reims,fr Ligue 1,20-208,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
226,Samuel Bamba,de GER,"FW,MF",Bochum,de Bundesliga,21-080,2004,0.3,2,6.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
227,Lameck Banda,zm ZAM,"FW,MF",Lecce,it Serie A,24-095,2001,6.4,20,3.14,13,1,2,1,3,0,1,0.16,1,0,0,0,0,0,Matches
228,Daniel Bandeira,pt POR,MF,Hellas Verona,it Serie A,25-023,2000,4.5,6,1.33,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
229,Mattia Bani,it ITA,DF,Genoa,it Serie A,31-145,1993,14.8,7,0.47,6,0,0,1,0,0,2,0.14,1,0,0,1,0,0,Matches
230,Noahkai Banks,us USA,DF,Augsburg,de Bundesliga,18-154,2006,3.1,1,0.32,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
231,Scott Banks,sct SCO,"FW,MF",St. Pauli,de Bundesliga,23-220,2001,1.1,3,2.70,0,0,1,1,1,0,1,0.90,0,0,0,1,0,0,Matches
232,Adrian Baquerin,es ESP,FW,Valladolid,es La Liga,18-061,2007,0.1,1,7.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
233,Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,30-152,1994,0.6,3,5.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
234,Federico Barba,it ITA,DF,Como,it Serie A,31-245,1993,4.8,3,0.63,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
235,Valentín Barco,ar ARG,"DF,FW",Sevilla,es La Liga,20-285,2004,3.2,10,3.12,5,4,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
236,Valentín Barco,ar ARG,"MF,DF",Strasbourg,fr Ligue 1,20-285,2004,11.1,16,1.45,14,0,1,1,0,0,6,0.54,6,0,0,0,0,0,Matches
237,Bradley Barcola,fr FRA,FW,Paris S-G,fr Ligue 1,22-244,2002,22.8,99,4.34,85,1,5,4,2,2,20,0.88,17,0,1,2,0,0,Matches
238,Melvin Bard,fr FRA,"DF,MF",Nice,fr Ligue 1,24-179,2000,19.5,44,2.25,36,2,4,1,1,0,2,0.10,2,0,0,0,0,0,Matches
239,Nicolò Barella,it ITA,MF,Inter,it Serie A,28-086,1997,26.0,106,4.10,84,7,5,5,4,1,15,0.58,14,0,1,0,0,0,Matches
240,Gabriel Bares,ch SUI,"MF,DF",Montpellier,fr Ligue 1,24-248,2000,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
241,Borna Barišić,hr CRO,DF,Leganés,es La Liga,32-175,1992,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
242,Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,28-033,1997,2.9,15,5.11,7,4,2,0,2,0,1,0.34,0,0,0,0,1,0,Matches
243,Ross Barkley,eng ENG,MF,Aston Villa,eng Premier League,31-150,1993,6.3,18,2.84,15,1,2,0,0,0,3,0.47,3,0,0,0,0,0,Matches
244,Aymen Barkok,ma MAR,MF,Mainz 05,de Bundesliga,26-348,1998,0.8,2,2.47,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
245,Harvey Barnes,eng ENG,FW,Newcastle Utd,eng Premier League,27-146,1997,15.7,52,3.30,36,1,6,5,4,0,9,0.57,6,0,1,1,1,0,Matches
246,Enzo Barrenechea,ar ARG,MF,Valencia,es La Liga,23-347,2001,21.2,41,1.93,32,1,0,1,3,4,8,0.38,5,1,0,0,1,1,Matches
247,Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,es La Liga,23-128,2001,11.9,37,3.09,29,0,2,4,1,1,5,0.42,4,0,0,1,0,0,Matches
248,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,21-323,2003,24.6,62,2.52,54,1,1,3,1,2,9,0.37,9,0,0,0,0,0,Matches
249,Thierno Barry,fr FRA,FW,Villarreal,es La Liga,22-195,2002,24.3,43,1.77,30,0,2,6,3,2,4,0.16,4,0,0,0,0,0,Matches
250,Davide Bartesaghi,it ITA,"DF,MF",Milan,it Serie A,19-126,2005,0.6,1,1.55,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
251,Marc Bartra,es ESP,DF,Betis,es La Liga,34-109,1991,19.5,11,0.56,8,0,1,2,0,0,3,0.15,1,0,0,2,0,0,Matches
252,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,28-226,1996,35.0,15,0.43,11,2,0,2,0,0,1,0.03,0,0,0,1,0,0,Matches
253,Daniele Baselli,it ITA,MF,Como,it Serie A,33-053,1992,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
254,Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,25-124,1999,32.2,23,0.72,19,1,2,0,0,1,3,0.09,2,0,0,0,0,1,Matches
255,Aboubacar Bassinga,ci CIV,MF,Las Palmas,es La Liga,19-295,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
256,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,26-021,1999,24.8,69,2.78,59,4,0,1,3,2,10,0.40,8,1,0,0,1,0,Matches
257,Augusto Batalla,ar ARG,GK,Rayo Vallecano,es La Liga,29-004,1996,28.0,6,0.21,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
258,Michy Batshuayi,be BEL,FW,Eint Frankfurt,de Bundesliga,31-214,1993,2.8,4,1.43,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
259,Dylan Batubinsika,cd COD,DF,Saint-Étienne,fr Ligue 1,29-078,1996,21.9,9,0.41,8,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
260,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,25-084,2000,7.3,4,0.55,2,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
261,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,34-336,1990,26.0,10,0.38,6,4,0,0,0,0,2,0.08,0,2,0,0,0,0,Matches
262,Christoph Baumgartner,at AUT,"MF,FW",RB Leipzig,de Bundesliga,25-276,1999,16.9,39,2.32,29,0,2,6,1,1,6,0.36,3,0,1,2,0,0,Matches
263,Rafael Bauza,es ESP,MF,Espanyol,es La Liga,20-094,2005,2.0,1,0.49,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
264,Altay Bayındır,tr TUR,GK,Manchester Utd,eng Premier League,27-020,1998,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
265,Adrian Beck,de GER,"MF,FW",Heidenheim,de Bundesliga,27-329,1997,16.4,53,3.24,35,4,9,4,1,0,3,0.18,2,1,0,0,0,0,Matches
266,Sheraldo Becker,sr SUR,"FW,MF",Real Sociedad,es La Liga,30-084,1995,11.0,20,1.83,16,0,2,1,1,0,1,0.09,1,0,0,0,0,0,Matches
267,Timo Becker,de GER,DF,Holstein Kiel,de Bundesliga,28-040,1997,24.2,29,1.20,21,1,2,4,0,1,8,0.33,5,0,1,1,0,1,Matches
268,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,29-022,1996,27.1,16,0.59,15,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
269,Donny van de Beek,nl NED,MF,Girona,es La Liga,28-016,1997,15.8,28,1.77,27,0,0,1,0,0,2,0.13,2,0,0,0,0,0,Matches
270,Hannes Behrens,de GER,DF,Hoffenheim,de Bundesliga,,,0.3,2,6.21,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
271,Kevin Behrens,de GER,FW,Wolfsburg,de Bundesliga,34-090,1991,1.7,6,3.51,3,1,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
272,Maximilian Beier,de GER,"FW,MF",Dortmund,de Bundesliga,22-199,2002,17.7,55,3.11,38,0,6,4,3,4,7,0.40,5,0,1,1,0,0,Matches
273,Luken Beitia,es ESP,DF,Real Sociedad,es La Liga,20-308,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
274,Ismael Bekhoucha,ma MAR,"DF,MF",Getafe,es La Liga,20-165,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
275,Reda Belahyane,ma MAR,MF,Hellas Verona,it Serie A,20-337,2004,18.4,41,2.23,34,0,3,1,1,2,3,0.16,2,0,0,0,0,1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
276,Reda Belahyane,ma MAR,MF,Lazio,it Serie A,20-337,2004,2.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
277,Haris Belkebla,dz ALG,MF,Angers,fr Ligue 1,31-096,1994,19.9,14,0.70,14,0,0,0,0,0,4,0.20,4,0,0,0,0,0,Matches
278,Yassin Belkhdim,fr FRA,MF,Angers,fr Ligue 1,23-079,2002,14.9,9,0.60,7,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
279,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,33-253,1991,13.1,8,0.61,6,0,0,1,0,1,2,0.15,1,0,0,1,0,0,Matches
280,Armel Bella Kotchap,de GER,DF,Southampton,eng Premier League,23-144,2001,3.7,2,0.54,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
281,Raoul Bellanova,it ITA,DF,Torino,it Serie A,24-352,2000,1.0,1,1.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
282,Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,24-352,2000,23.6,48,2.03,38,8,1,0,1,0,10,0.42,9,1,0,0,0,0,Matches
283,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,eng Premier League,26-311,1998,17.2,53,3.08,33,3,4,4,7,2,10,0.58,8,0,0,0,1,1,Matches
284,Héctor Bellerín,es ESP,DF,Betis,es La Liga,30-046,1995,6.3,11,1.74,10,0,1,0,0,0,1,0.16,1,0,0,0,0,0,Matches
285,Jude Bellingham,eng ENG,MF,Real Madrid,es La Liga,21-309,2003,23.6,89,3.77,71,1,4,7,3,3,11,0.47,9,0,0,1,1,0,Matches
286,Jeanuël Belocian,fr FRA,"DF,MF",Leverkusen,de Bundesliga,20-076,2005,0.8,1,1.34,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
287,Andrea Belotti,it ITA,FW,Como,it Serie A,31-135,1993,6.6,14,2.13,9,0,0,3,2,0,0,0.00,0,0,0,0,0,0,Matches
288,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,26-090,1999,22.8,36,1.58,32,0,1,3,0,0,2,0.09,2,0,0,0,0,0,Matches
289,Lucas Beltrán,ar ARG,"MF,FW",Fiorentina,it Serie A,24-036,2001,19.5,59,3.02,52,1,1,2,2,1,9,0.46,8,0,0,0,1,0,Matches
290,Eliesse Ben Seghir,ma MAR,"MF,FW",Monaco,fr Ligue 1,20-077,2005,18.4,76,4.14,56,7,1,8,4,0,7,0.38,4,1,0,1,1,0,Matches
291,Carlos Benavídez,uy URU,MF,Alavés,es La Liga,27-035,1998,4.4,10,2.30,8,0,1,0,0,1,3,0.69,3,0,0,0,0,0,Matches
292,Adrian Benedyczak,pl POL,"FW,MF",Parma,it Serie A,24-161,2000,2.4,3,1.26,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
293,László Bénes,sk SVK,"MF,FW",Union Berlin,de Bundesliga,27-237,1997,5.7,30,5.23,17,12,0,1,0,0,1,0.17,0,1,0,0,0,0,Matches
294,Iker Benito,es ESP,"FW,MF",Osasuna,es La Liga,22-267,2002,0.4,1,2.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
