Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 26_level_0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2088,Benedikt Pichler,at AUT,FW,Holstein Kiel,de Bundesliga,27-288,1997,8.6,1,18,8,44.4,2.10,0.93,0.06,0.13,13.9,0,0,0,2.2,2.2,0.12,-1.2,-1.2,Matches
2089,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,31-058,1994,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2090,Amos Pieper,de GER,DF,Werder Bremen,de Bundesliga,27-107,1998,14.7,0,4,1,25.0,0.27,0.07,0.00,0.00,17.9,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
2091,Marvin Pieringer,de GER,"FW,MF",Heidenheim,de Bundesliga,25-212,1999,22.6,7,53,17,32.1,2.35,0.75,0.08,0.24,15.1,1,3,3,8.6,6.2,0.12,-1.6,-2.2,Matches
2092,Nicholas Pierini,it ITA,MF,Venezia,it Serie A,26-271,1998,0.9,0,1,0,0.0,1.08,0.00,0.00,,32.9,1,0,0,0.0,0.0,0.03,0.0,0.0,Matches
2093,Santiago Pierotti,ar ARG,FW,Lecce,it Serie A,24-031,2001,20.1,4,32,7,21.9,1.59,0.35,0.13,0.57,15.1,0,0,0,3.1,3.1,0.10,+0.9,+0.9,Matches
2094,Balthazar Pierret,fr FRA,MF,Lecce,it Serie A,24-354,2000,17.9,0,5,0,0.0,0.28,0.00,0.00,,21.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
2095,Andrea Pinamonti,it ITA,FW,Genoa,it Serie A,25-350,1999,28.8,8,72,26,36.1,2.50,0.90,0.11,0.31,16.4,2,0,1,7.3,6.5,0.09,+0.7,+1.5,Matches
2096,Ethan Pinnock,jm JAM,DF,Brentford,eng Premier League,31-340,1993,21.3,2,10,6,60.0,0.47,0.28,0.20,0.33,11.1,0,0,0,1.1,1.1,0.11,+0.9,+0.9,Matches
2097,Yeremi Pino,es ESP,MF,Villarreal,es La Liga,22-196,2002,18.5,3,25,5,20.0,1.35,0.27,0.12,0.60,12.3,0,0,0,3.3,3.3,0.13,-0.3,-0.3,Matches
2098,Niccolò Pisilli,it ITA,MF,Roma,it Serie A,20-223,2004,13.0,2,25,7,28.0,1.93,0.54,0.08,0.29,18.5,0,0,0,2.4,2.4,0.10,-0.4,-0.4,Matches
2099,Damián Pizarro,cl CHI,"FW,MF",Udinese,it Serie A,20-037,2005,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2100,Semuel Pizzignacco,it ITA,GK,Monza,it Serie A,23-245,2001,4.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2101,Alassane Pléa,fr FRA,"MF,FW",Gladbach,de Bundesliga,32-055,1993,20.0,11,39,12,30.8,1.95,0.60,0.26,0.83,15.2,1,1,1,7.1,6.3,0.16,+3.9,+3.7,Matches
2102,Tommaso Pobega,it ITA,MF,Bologna,it Serie A,25-293,1999,11.8,2,21,8,38.1,1.78,0.68,0.10,0.25,18.4,0,0,0,2.0,1.9,0.09,0.0,+0.1,Matches
2103,Daniel Podence,pt POR,"MF,FW",Wolves,eng Premier League,29-195,1995,0.5,0,1,0,0.0,1.87,0.00,0.00,,24.4,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
2104,Joel Pohjanpalo,fi FIN,FW,Venezia,it Serie A,30-233,1994,17.8,6,34,13,38.2,1.91,0.73,0.09,0.23,16.9,0,3,4,7.5,4.3,0.13,-1.5,-1.3,Matches
2105,Matteo Politano,it ITA,"FW,MF",Napoli,it Serie A,31-274,1993,28.6,3,50,11,22.0,1.75,0.38,0.06,0.27,19.6,1,0,0,2.9,2.9,0.06,+0.1,+0.1,Matches
2106,Alfie Pond,eng ENG,DF,Wolves,eng Premier League,21-064,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2107,Marin Pongračić,hr CRO,DF,Fiorentina,it Serie A,27-235,1997,12.9,0,1,1,100.0,0.08,0.08,0.00,0.00,4.8,0,0,0,0.1,0.1,0.15,-0.1,-0.1,Matches
2108,Nick Pope,eng ENG,GK,Newcastle Utd,eng Premier League,33-015,1992,24.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2109,Finn Porath,de GER,"DF,MF",Holstein Kiel,de Bundesliga,28-070,1997,21.4,2,28,12,42.9,1.31,0.56,0.07,0.17,20.9,0,0,0,1.9,1.8,0.09,+0.1,+0.2,Matches
2110,Pedro Porro,es ESP,DF,Tottenham,eng Premier League,25-233,1999,27.4,2,37,8,21.6,1.35,0.29,0.05,0.25,23.1,3,0,0,1.5,1.5,0.04,+0.5,+0.5,Matches
2111,Portu,es ESP,"FW,MF",Girona,es La Liga,32-348,1992,5.3,0,2,0,0.0,0.38,0.00,0.00,,18.0,0,0,0,0.2,0.2,0.11,-0.2,-0.2,Matches
2112,Stefan Posch,at AUT,DF,Bologna,it Serie A,27-355,1997,7.9,0,2,0,0.0,0.25,0.00,0.00,,20.5,0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches
2113,Stefan Posch,at AUT,DF,Atalanta,it Serie A,27-355,1997,3.8,0,3,2,66.7,0.79,0.53,0.00,0.00,11.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
2114,Tom Pouilly,fr FRA,"DF,MF",Lens,fr Ligue 1,21-320,2003,1.3,0,3,1,33.3,2.39,0.80,0.00,0.00,15.9,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches
2115,Yussuf Poulsen,dk DEN,"FW,MF",RB Leipzig,de Bundesliga,30-323,1994,3.7,2,12,6,50.0,3.21,1.61,0.17,0.33,8.8,0,0,0,2.5,2.5,0.21,-0.5,-0.5,Matches
2116,Beñat Prados,es ESP,MF,Athletic Club,es La Liga,24-085,2001,17.1,1,15,5,33.3,0.88,0.29,0.07,0.20,20.9,0,0,0,0.9,0.9,0.06,+0.1,+0.1,Matches
2117,Alexander Prass,at AUT,DF,Hoffenheim,de Bundesliga,23-343,2001,16.9,0,12,1,8.3,0.71,0.06,0.00,0.00,18.6,1,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
2118,Matteo Prati,it ITA,MF,Cagliari,it Serie A,21-127,2003,6.1,0,3,0,0.0,0.49,0.00,0.00,,27.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2119,Abdón Prats,es ESP,"FW,MF",Mallorca,es La Liga,32-148,1992,5.1,2,13,4,30.8,2.57,0.79,0.08,0.25,14.7,0,1,1,2.2,1.5,0.11,-0.2,-0.5,Matches
2120,David Preu,de GER,"MF,DF",Union Berlin,de Bundesliga,20-190,2004,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2121,Grischa Prömel,de GER,MF,Hoffenheim,de Bundesliga,30-115,1995,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2122,Ivan Provedel,it ITA,GK,Lazio,it Serie A,31-048,1994,29.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2123,Ivan Prtajin,hr CRO,FW,Union Berlin,de Bundesliga,28-355,1996,1.8,0,8,2,25.0,4.47,1.12,0.00,0.00,15.7,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
2124,Javi Puado,es ESP,"FW,MF",Espanyol,es La Liga,26-344,1998,28.5,11,55,15,27.3,1.93,0.53,0.13,0.47,20.1,0,4,4,9.4,6.3,0.11,+1.6,+0.7,Matches
2125,Tymoteusz Puchacz,pl POL,DF,Holstein Kiel,de Bundesliga,26-101,1999,4.4,0,4,1,25.0,0.91,0.23,0.00,0.00,21.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2126,Diego Pugno,it ITA,FW,Juventus,it Serie A,18-301,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2127,Christian Pulisic,us USA,"FW,MF",Milan,it Serie A,26-228,1998,23.7,10,44,18,40.9,1.85,0.76,0.16,0.39,17.3,1,3,4,10.7,7.5,0.17,-0.7,-0.5,Matches
2128,Jarell Quansah,eng ENG,DF,Liverpool,eng Premier League,22-095,2003,3.5,0,1,0,0.0,0.29,0.00,0.00,,8.9,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
2129,Leopold Querfeld,at AUT,DF,Union Berlin,de Bundesliga,21-135,2003,17.4,2,16,4,25.0,0.92,0.23,0.13,0.50,14.1,0,0,0,1.1,1.1,0.07,+0.9,+0.9,Matches
2130,Dani Raba,es ESP,"FW,MF",Leganés,es La Liga,29-187,1995,17.2,7,26,8,30.8,1.51,0.47,0.12,0.38,26.7,3,4,5,6.8,2.9,0.11,+0.2,+0.1,Matches
2131,Adrien Rabiot,fr FRA,MF,Marseille,fr Ligue 1,30-031,1995,24.6,7,37,16,43.2,1.50,0.65,0.19,0.44,13.9,0,0,0,5.1,5.1,0.14,+1.9,+1.9,Matches
2132,Ionuț Radu,ro ROU,GK,Venezia,it Serie A,27-341,1997,12.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2133,Hamza Rafia,tn TUN,MF,Lecce,it Serie A,26-032,1999,11.8,0,10,2,20.0,0.85,0.17,0.00,0.00,23.3,1,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
2134,Hákon Rafn Valdimarsson,is ISL,GK,Brentford,eng Premier League,23-203,2001,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2135,Arnau Rafús,es ESP,GK,Valladolid,es La Liga,22-007,2003,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2136,Antonio Raillo,es ESP,DF,Mallorca,es La Liga,33-208,1991,30.6,2,31,8,25.8,1.01,0.26,0.06,0.25,13.0,0,0,0,1.8,1.8,0.06,+0.2,+0.2,Matches
2137,Antonio Raimondo,it ITA,"FW,DF",Venezia,it Serie A,21-047,2004,1.0,0,1,1,100.0,0.96,0.96,0.00,0.00,4.4,0,0,0,0.3,0.3,0.32,-0.3,-0.3,Matches
2138,Ylber Ramadani,al ALB,MF,Lecce,it Serie A,29-022,1996,18.8,0,16,5,31.3,0.85,0.27,0.00,0.00,25.5,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
2139,Benito Ramírez,es ESP,"DF,MF",Las Palmas,es La Liga,29-297,1995,4.3,0,7,1,14.3,1.62,0.23,0.00,0.00,21.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
2140,Sandro Ramírez,es ESP,"FW,MF",Las Palmas,es La Liga,29-299,1995,21.4,9,46,20,43.5,2.15,0.94,0.17,0.40,24.0,13,1,1,4.0,3.2,0.07,+5.0,+4.8,Matches
2141,Gonçalo Ramos,pt POR,FW,Paris S-G,fr Ligue 1,23-318,2001,10.7,7,48,26,54.2,4.50,2.44,0.13,0.23,10.0,0,1,1,11.7,10.9,0.23,-4.7,-4.9,Matches
2142,Aaron Ramsdale,eng ENG,GK,Southampton,eng Premier League,26-355,1998,27.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2143,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,eng Premier League,23-341,2001,16.8,1,18,4,22.2,1.07,0.24,0.06,0.25,16.7,0,0,0,1.5,1.5,0.08,-0.5,-0.5,Matches
2144,Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,26-011,1999,31.1,1,9,3,33.3,0.29,0.10,0.11,0.33,17.0,0,0,0,0.9,0.9,0.12,+0.1,+0.1,Matches
2145,Grant Ranos,am ARM,FW,Gladbach,de Bundesliga,21-288,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2146,Lilian Raolisoa,fr FRA,"DF,FW",Angers,fr Ligue 1,24-322,2000,12.0,0,9,1,11.1,0.75,0.08,0.00,0.00,24.3,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
2147,Raphinha,br BRA,"FW,MF",Barcelona,es La Liga,28-141,1996,27.8,16,99,37,37.4,3.56,1.33,0.14,0.38,19.1,17,2,2,16.7,15.1,0.15,-0.7,-1.1,Matches
2148,Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,eng Premier League,27-185,1997,10.9,4,16,9,56.3,1.47,0.83,0.25,0.44,16.4,0,0,0,1.7,1.7,0.11,+2.3,+2.3,Matches
2149,Marcus Rashford,eng ENG,FW,Aston Villa,eng Premier League,27-185,1997,4.9,2,18,5,27.8,3.65,1.01,0.06,0.20,19.4,2,1,1,3.1,2.3,0.13,-1.1,-1.3,Matches
2150,Giacomo Raspadori,it ITA,"FW,MF",Napoli,it Serie A,25-075,2000,9.7,5,33,11,33.3,3.41,1.14,0.15,0.45,15.8,2,0,0,3.5,3.5,0.11,+1.5,+1.5,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2151,Andrei Ratiu,ro ROU,DF,Rayo Vallecano,es La Liga,26-318,1998,30.2,2,28,7,25.0,0.93,0.23,0.07,0.29,19.1,0,0,0,1.8,1.8,0.06,+0.2,+0.2,Matches
2152,Raúl,es ESP,"FW,MF",Osasuna,es La Liga,24-182,2000,7.7,2,19,9,47.4,2.48,1.17,0.11,0.22,15.7,0,0,0,2.2,2.2,0.12,-0.2,-0.2,Matches
2153,David Raum,de GER,DF,RB Leipzig,de Bundesliga,27-012,1998,18.8,1,9,4,44.4,0.48,0.21,0.11,0.25,17.9,3,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches
2154,Federico Ravaglia,it ITA,GK,Bologna,it Serie A,25-174,1999,10.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2155,Rayan Raveloson,mg MAD,"MF,DF",Auxerre,fr Ligue 1,28-108,1997,8.0,1,16,5,31.3,1.99,0.62,0.06,0.20,21.6,1,0,0,0.8,0.8,0.05,+0.2,+0.2,Matches
2156,David Raya,es ESP,GK,Arsenal,eng Premier League,29-231,1995,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2157,Abderrahman Rebbach,dz ALG,"FW,MF",Alavés,es La Liga,26-266,1998,4.3,0,6,1,16.7,1.40,0.23,0.00,0.00,20.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
2158,Ante Rebić,hr CRO,"FW,MF",Lecce,it Serie A,31-225,1993,8.3,1,12,4,33.3,1.45,0.48,0.08,0.25,16.8,0,0,0,2.0,2.0,0.17,-1.0,-1.0,Matches
2159,Harrison Reed,eng ENG,MF,Fulham,eng Premier League,30-097,1995,1.2,0,3,2,66.7,2.48,1.65,0.00,0.00,21.7,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
2160,Remy Rees-Dottin,eng ENG,FW,Bournemouth,eng Premier League,19-059,2006,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2161,Sergio Reguilón,es ESP,DF,Tottenham,eng Premier League,28-139,1996,1.4,0,1,0,0.0,0.73,0.00,0.00,,5.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
2162,Tijjani Reijnders,nl NED,MF,Milan,it Serie A,26-279,1998,30.8,10,70,27,38.6,2.28,0.88,0.14,0.37,19.8,2,0,0,7.0,7.0,0.10,+3.0,+3.0,Matches
2163,Pepe Reina,es ESP,GK,Como,it Serie A,42-246,1982,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2164,Vitor Reis,br BRA,DF,Manchester City,eng Premier League,19-112,2006,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2165,Rocco Reitz,de GER,MF,Gladbach,de Bundesliga,22-340,2002,18.5,2,21,6,28.6,1.13,0.32,0.10,0.33,17.4,0,0,0,1.5,1.5,0.07,+0.5,+0.5,Matches
2166,Nicolai Remberg,de GER,MF,Holstein Kiel,de Bundesliga,24-319,2000,24.9,0,23,2,8.7,0.93,0.08,0.00,0.00,18.2,0,0,0,1.5,1.5,0.06,-1.5,-1.5,Matches
2167,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,30-041,1995,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2168,Devyne Rensch,nl NED,DF,Roma,it Serie A,22-106,2003,4.1,0,2,2,100.0,0.49,0.49,0.00,0.00,13.5,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches
2169,Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,20-054,2005,26.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2170,Mateo Retegui,it ITA,FW,Atalanta,it Serie A,26-005,1999,22.7,24,85,28,32.9,3.75,1.23,0.24,0.71,13.0,2,4,5,17.2,13.3,0.16,+6.8,+6.7,Matches
2171,Elvis Rexhbeçaj,xk KVX,MF,Augsburg,de Bundesliga,27-184,1997,19.5,1,26,5,19.2,1.33,0.26,0.04,0.20,19.6,1,0,0,1.3,1.3,0.05,-0.3,-0.3,Matches
2172,Gio Reyna,us USA,MF,Dortmund,de Bundesliga,22-172,2002,3.8,2,3,2,66.7,0.80,0.53,0.67,1.00,18.3,0,0,0,0.2,0.2,0.06,+1.8,+1.8,Matches
2173,Chadi Riad,ma MAR,DF,Crystal Palace,eng Premier League,21-321,2003,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2174,Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,25-268,1999,27.0,1,17,4,23.5,0.63,0.15,0.06,0.25,10.1,0,0,0,1.4,1.4,0.08,-0.4,-0.4,Matches
2175,Samuele Ricci,it ITA,MF,Torino,it Serie A,23-256,2001,29.0,1,20,7,35.0,0.69,0.24,0.05,0.14,25.8,0,0,0,1.2,1.2,0.06,-0.2,-0.2,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2176,Declan Rice,eng ENG,MF,Arsenal,eng Premier League,26-110,1999,29.4,3,44,11,25.0,1.50,0.37,0.07,0.27,19.3,2,0,0,3.3,3.3,0.07,-0.3,-0.3,Matches
2177,Chris Richards,us USA,DF,Crystal Palace,eng Premier League,25-037,2000,17.4,1,10,5,50.0,0.58,0.29,0.10,0.20,11.8,0,0,0,1.2,1.2,0.12,-0.2,-0.2,Matches
2178,Amir Richardson,ma MAR,MF,Fiorentina,it Serie A,23-100,2002,9.0,0,6,4,66.7,0.67,0.45,0.00,0.00,20.0,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
2179,Richarlison,br BRA,FW,Tottenham,eng Premier League,27-359,1997,4.5,4,15,7,46.7,3.31,1.54,0.27,0.57,8.4,0,0,0,3.6,3.6,0.24,+0.4,+0.4,Matches
2180,Diego Rico,es ESP,DF,Getafe,es La Liga,32-070,1993,27.3,0,15,3,20.0,0.55,0.11,0.00,0.00,29.7,1,0,0,0.3,0.3,0.02,-0.3,-0.3,Matches
2181,Fabian Rieder,ch SUI,"MF,FW",Stuttgart,de Bundesliga,23-077,2002,9.6,1,20,7,35.0,2.08,0.73,0.05,0.14,22.1,6,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches
2182,Luis Rioja,es ESP,FW,Alavés,es La Liga,31-200,1993,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2183,Luis Rioja,es ESP,"MF,FW",Valencia,es La Liga,31-200,1993,28.6,5,26,10,38.5,0.91,0.35,0.12,0.30,21.3,1,2,2,3.2,1.6,0.06,+1.8,+1.4,Matches
2184,Rodrigo Riquelme,es ESP,"MF,DF",Atlético Madrid,es La Liga,25-032,2000,5.7,0,14,4,28.6,2.44,0.70,0.00,0.00,17.7,1,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
2185,Alberto Risco,es ESP,"MF,FW",Getafe,es La Liga,19-247,2005,0.8,0,4,1,25.0,5.22,1.30,0.00,0.00,21.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
2186,Mihailo Ristić,rs SRB,"MF,DF",Celta Vigo,es La Liga,29-185,1995,2.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2187,Lars Ritzka,de GER,"DF,MF",St. Pauli,de Bundesliga,26-362,1998,8.7,1,8,1,12.5,0.92,0.12,0.13,1.00,25.0,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches
2188,Gorka Rivera Alonso,es ESP,"DF,MF",Getafe,es La Liga,20-276,2004,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2189,Sergi Roberto,es ESP,MF,Como,it Serie A,33-086,1992,7.7,0,6,1,16.7,0.78,0.13,0.00,0.00,23.5,0,0,0,0.7,0.7,0.11,-0.7,-0.7,Matches
2190,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,31-054,1994,25.6,0,13,2,15.4,0.51,0.08,0.00,0.00,14.5,0,0,0,1.0,1.0,0.08,-1.0,-1.0,Matches
2191,Antonee Robinson,us USA,DF,Fulham,eng Premier League,27-269,1997,33.2,0,16,2,12.5,0.48,0.06,0.00,0.00,22.1,0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches
2192,Jay Robinson,eng ENG,"MF,FW",Southampton,eng Premier League,18-050,2007,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2193,Marc Roca,es ESP,MF,Betis,es La Liga,28-159,1996,10.1,2,12,4,33.3,1.19,0.40,0.17,0.50,16.9,1,0,0,1.1,1.1,0.09,+0.9,+0.9,Matches
2194,Rodri,es ESP,MF,Manchester City,eng Premier League,28-316,1996,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2195,Rodri,es ESP,FW,Betis,es La Liga,24-353,2000,1.3,0,2,2,100.0,1.53,1.53,0.00,0.00,22.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
2196,Adrian Rodriguez,es ESP,GK,Alavés,es La Liga,24-143,2000,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2197,Álvaro Rodríguez,uy URU,FW,Getafe,es La Liga,20-294,2004,7.9,2,22,9,40.9,2.79,1.14,0.09,0.22,16.7,0,0,0,1.1,1.1,0.05,+0.9,+0.9,Matches
2198,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Leganés,es La Liga,26-310,1998,13.6,1,28,5,17.9,2.06,0.37,0.04,0.20,25.5,9,0,0,1.8,1.8,0.07,-0.8,-0.8,Matches
2199,Damián Rodríguez,es ESP,MF,Celta Vigo,es La Liga,22-048,2003,9.8,0,4,0,0.0,0.41,0.00,0.00,,27.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2200,Dani Rodríguez,es ESP,"MF,FW",Mallorca,es La Liga,36-332,1988,21.1,4,29,10,34.5,1.38,0.47,0.14,0.40,18.0,1,0,0,2.8,2.8,0.10,+1.2,+1.2,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2201,Daniel Rodriguez,es ESP,FW,Barcelona,es La Liga,19-268,2005,0.4,0,2,0,0.0,4.86,0.00,0.00,,22.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2202,Guido Rodríguez,ar ARG,MF,West Ham,eng Premier League,31-022,1994,11.3,0,8,1,12.5,0.71,0.09,0.00,0.00,27.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
2203,James Rodríguez,co COL,"MF,FW",Rayo Vallecano,es La Liga,33-296,1991,1.6,0,4,2,50.0,2.57,1.29,0.00,0.00,18.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
2204,Javi Rodríguez,es ESP,DF,Celta Vigo,es La Liga,21-312,2003,23.4,2,9,3,33.3,0.38,0.13,0.22,0.67,11.8,0,0,0,1.6,1.6,0.18,+0.4,+0.4,Matches
2205,Jesus Rodríguez,es ESP,FW,Betis,es La Liga,19-164,2005,10.2,2,22,8,36.4,2.16,0.79,0.09,0.25,17.9,0,0,0,2.3,2.3,0.10,-0.3,-0.3,Matches
2206,Kirian Rodríguez,es ESP,MF,Las Palmas,es La Liga,29-060,1996,19.5,0,21,8,38.1,1.08,0.41,0.00,0.00,21.8,0,0,0,1.6,1.6,0.08,-1.6,-1.6,Matches
2207,Ricardo Rodríguez,ch SUI,DF,Betis,es La Liga,32-252,1992,11.3,0,4,1,25.0,0.35,0.09,0.00,0.00,29.8,2,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
2208,Rodrygo,br BRA,"FW,MF",Real Madrid,es La Liga,24-115,2001,21.4,6,54,20,37.0,2.52,0.93,0.11,0.30,16.4,3,0,0,4.0,3.9,0.07,+2.0,+2.1,Matches
2209,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,25-314,1999,12.2,0,5,2,40.0,0.41,0.16,0.00,0.00,20.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
2210,Mads Roerslev,dk DEN,DF,Wolfsburg,de Bundesliga,25-314,1999,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2211,Morgan Rogers,eng ENG,"FW,MF",Aston Villa,eng Premier League,22-282,2002,31.7,8,53,19,35.8,1.67,0.60,0.15,0.42,15.9,0,0,0,6.2,6.2,0.12,+1.8,+1.8,Matches
2212,Merlin Röhl,de GER,"MF,FW",Freiburg,de Bundesliga,22-303,2002,10.4,0,12,3,25.0,1.16,0.29,0.00,0.00,18.2,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
2213,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,30-112,1995,25.7,2,14,6,42.9,0.54,0.23,0.14,0.33,9.1,0,0,0,2.1,2.1,0.15,-0.1,-0.1,Matches
2214,Leo Román,es ESP,GK,Mallorca,es La Liga,24-302,2000,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
