Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 26_level_0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
53,Jean-Eudes Aholou,ci CIV,MF,Angers,fr Ligue 1,31-045,1994,21.8,2,27,7,25.9,1.24,0.32,0.07,0.29,18.2,0,0,0,1.8,1.8,0.07,+0.2,+0.2,Matches
54,Joseph Aidoo,gh GHA,DF,Valladolid,es La Liga,29-217,1995,6.0,0,1,0,0.0,0.17,0.00,0.00,,10.3,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
55,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,29-217,1995,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
56,Ayman Aiki,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,19-313,2005,1.4,0,3,1,33.3,2.13,0.71,0.00,0.00,23.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
57,Ola Aina,ng NGA,DF,Nott'ham Forest,eng Premier League,28-208,1996,29.4,2,9,2,22.2,0.31,0.07,0.22,1.00,24.8,0,0,0,0.6,0.6,0.07,+1.4,+1.4,Matches
58,Rayan Aït-Nouri,dz ALG,DF,Wolves,eng Premier League,23-332,2001,31.8,4,34,8,23.5,1.07,0.25,0.12,0.50,14.9,0,0,0,2.6,2.6,0.08,+1.4,+1.4,Matches
59,Junior Ajayi,ci CIV,FW,Hellas Verona,it Serie A,20-205,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
60,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,27-017,1998,15.5,0,8,3,37.5,0.52,0.19,0.00,0.00,10.2,0,0,0,0.8,0.8,0.10,-0.8,-0.8,Matches
61,Ludovic Ajorque,fr FRA,FW,Brest,fr Ligue 1,31-068,1994,25.0,12,44,22,50.0,1.76,0.88,0.27,0.55,12.0,0,0,1,9.4,8.6,0.19,+2.6,+3.4,Matches
62,Manuel Akanji,ch SUI,DF,Manchester City,eng Premier League,29-289,1995,19.4,0,10,1,10.0,0.52,0.05,0.00,0.00,16.3,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
63,Ümit Akdag,ro ROU,DF,Toulouse,fr Ligue 1,21-210,2003,5.5,0,2,0,0.0,0.36,0.00,0.00,,24.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
64,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,30-075,1995,7.5,0,3,0,0.0,0.40,0.00,0.00,,10.0,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
65,Ilias Akhomach,ma MAR,"MF,FW",Villarreal,es La Liga,21-018,2004,6.5,1,17,6,35.3,2.62,0.92,0.06,0.17,23.3,0,0,0,0.6,0.6,0.03,+0.4,+0.4,Matches
66,Sergio Akieme,es ESP,DF,Reims,fr Ligue 1,27-139,1997,26.5,1,24,6,25.0,0.90,0.23,0.04,0.17,20.6,1,0,0,1.4,1.4,0.06,-0.4,-0.4,Matches
67,Maghnes Akliouche,fr FRA,"FW,MF",Monaco,fr Ligue 1,23-068,2002,25.6,5,59,17,28.8,2.30,0.66,0.07,0.24,16.2,2,1,1,9.1,8.3,0.14,-4.1,-4.3,Matches
68,Paul Akouokou,ci CIV,MF,Lyon,fr Ligue 1,27-135,1997,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
69,Clément Akpa,ci CIV,DF,Auxerre,fr Ligue 1,23-161,2001,24.9,0,6,1,16.7,0.24,0.04,0.00,0.00,15.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
70,Jean-Daniel Akpa-Akpro,ci CIV,"MF,DF",Monza,it Serie A,32-205,1992,6.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
71,David Akpan Ankeye,ng NGA,"FW,MF",Genoa,it Serie A,23-079,2002,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
72,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,30-015,1995,22.7,0,4,0,0.0,0.18,0.00,0.00,,31.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
73,Chuba Akpom,eng ENG,FW,Lille,fr Ligue 1,29-207,1995,5.8,2,14,9,64.3,2.43,1.56,0.14,0.22,12.1,0,0,1,3.9,3.1,0.22,-1.9,-1.1,Matches
74,David Alaba,at AUT,DF,Real Madrid,es La Liga,32-314,1992,3.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
75,Andreas Albers,dk DEN,FW,St. Pauli,de Bundesliga,35-042,1990,0.7,1,3,1,33.3,4.35,1.45,0.33,1.00,11.9,0,0,0,0.6,0.6,0.20,+0.4,+0.4,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
76,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,39-242,1985,13.2,0,2,0,0.0,0.15,0.00,0.00,,9.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
77,Carlos Alcaraz,ar ARG,MF,Southampton,eng Premier League,22-155,2002,0.1,0,1,1,100.0,9.00,9.00,0.00,0.00,9.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
78,Carlos Alcaraz,ar ARG,"FW,MF",Everton,eng Premier League,22-155,2002,6.4,1,19,6,31.6,2.95,0.93,0.05,0.17,20.4,0,0,0,1.3,1.3,0.07,-0.3,-0.3,Matches
79,Omar Alderete,py PAR,DF,Getafe,es La Liga,28-129,1996,30.4,1,35,9,25.7,1.15,0.30,0.03,0.11,21.6,6,0,0,1.6,1.6,0.05,-0.6,-0.6,Matches
80,Carles Aleñá,es ESP,"MF,FW",Getafe,es La Liga,27-119,1998,5.0,0,5,1,20.0,1.00,0.20,0.00,0.00,13.7,0,0,0,0.9,0.9,0.18,-0.9,-0.9,Matches
81,Carles Aleñá,es ESP,"MF,FW",Alavés,es La Liga,27-119,1998,8.5,0,11,2,18.2,1.30,0.24,0.00,0.00,18.7,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
82,Ben Alexander Voll,de GER,"GK,MF",St. Pauli,de Bundesliga,24-146,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
83,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,26-209,1998,24.9,3,42,8,19.0,1.69,0.32,0.07,0.38,23.5,2,0,0,1.8,1.8,0.04,+1.2,+1.2,Matches
84,Alfon,es ESP,"FW,MF",Celta Vigo,es La Liga,26-000,1999,12.7,4,42,16,38.1,3.30,1.26,0.10,0.25,17.2,0,0,0,3.9,3.9,0.09,+0.1,+0.1,Matches
85,Mohamed Ali Cho,fr FRA,"FW,MF",Nice,fr Ligue 1,21-105,2004,17.9,3,35,15,42.9,1.95,0.84,0.09,0.20,17.4,0,0,0,4.0,4.0,0.11,-1.0,-1.0,Matches
86,Faride Alidou,de GER,"FW,MF",Hellas Verona,it Serie A,23-290,2001,0.8,0,1,0,0.0,1.27,0.00,0.00,,32.2,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
87,Alisson,br BRA,GK,Liverpool,eng Premier League,32-214,1992,23.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
88,Tadeo Allende,ar ARG,FW,Celta Vigo,es La Liga,26-073,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
89,Jim Allevinah,ga GAB,FW,Angers,fr Ligue 1,30-066,1995,17.8,0,34,9,26.5,1.91,0.50,0.00,0.00,14.4,0,0,0,4.0,4.0,0.12,-4.0,-4.0,Matches
90,Dele Alli,eng ENG,MF,Como,it Serie A,29-023,1996,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
91,Thiago Almada,ar ARG,"MF,FW",Lyon,fr Ligue 1,24-008,2001,7.7,1,20,5,25.0,2.59,0.65,0.05,0.20,20.0,0,0,0,1.9,1.9,0.09,-0.9,-0.9,Matches
92,Domingos André Ribeiro Almeida,pt POR,"MF,FW",Valencia,es La Liga,24-339,2000,19.5,0,15,4,26.7,0.77,0.21,0.00,0.00,23.1,2,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
93,Iker Almena,es ESP,"FW,DF",Girona,es La Liga,21-000,2004,0.5,0,1,0,0.0,1.87,0.00,0.00,,24.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
94,Miguel Almirón,py PAR,FW,Newcastle Utd,eng Premier League,31-083,1994,1.7,0,6,2,33.3,3.44,1.15,0.00,0.00,14.2,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
95,Pontus Almqvist,se SWE,"FW,MF",Parma,it Serie A,25-298,1999,12.4,1,26,9,34.6,2.10,0.73,0.04,0.11,17.4,0,0,0,2.1,2.1,0.08,-1.1,-1.1,Matches
96,Marcos Alonso,es ESP,DF,Celta Vigo,es La Liga,34-127,1990,26.0,2,23,8,34.8,0.88,0.31,0.00,0.00,22.1,5,2,2,2.5,0.9,0.04,-0.5,-0.9,Matches
97,Giorgio Altare,it ITA,DF,Venezia,it Serie A,26-268,1998,8.4,0,3,1,33.3,0.36,0.12,0.00,0.00,15.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
98,Adrià Altimira,es ESP,"DF,FW",Leganés,es La Liga,24-037,2001,14.1,0,6,2,33.3,0.43,0.14,0.00,0.00,22.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
99,Sergi Altimira,es ESP,MF,Betis,es La Liga,23-252,2001,18.5,0,18,3,16.7,0.97,0.16,0.00,0.00,20.5,0,0,0,1.6,1.5,0.08,-1.6,-1.5,Matches
100,Edson Álvarez,mx MEX,MF,West Ham,eng Premier League,27-192,1997,18.1,0,11,1,9.1,0.61,0.06,0.00,0.00,26.7,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
101,Hugo Álvarez,es ESP,"MF,DF",Celta Vigo,es La Liga,21-306,2003,16.0,4,23,9,39.1,1.44,0.56,0.17,0.44,15.8,1,0,0,2.4,2.4,0.10,+1.6,+1.6,Matches
102,Julián Álvarez,ar ARG,FW,Atlético Madrid,es La Liga,25-093,2000,25.2,15,63,31,49.2,2.50,1.23,0.17,0.35,18.4,3,4,4,12.4,9.3,0.15,+2.6,+1.7,Matches
103,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,30-100,1995,17.8,1,8,2,25.0,0.45,0.11,0.13,0.50,16.0,0,0,0,0.5,0.5,0.06,+0.5,+0.5,Matches
104,Skelly Alvero,fr FRA,MF,Werder Bremen,de Bundesliga,23-000,2002,2.6,0,1,0,0.0,0.38,0.00,0.00,,14.8,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
105,Will Alves,eng ENG,FW,Leicester City,eng Premier League,20-090,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
106,Selim Amallah,ma MAR,MF,Valladolid,es La Liga,28-170,1996,14.0,3,18,6,33.3,1.29,0.43,0.11,0.33,23.4,1,1,1,2.7,1.9,0.11,+0.3,+0.1,Matches
107,Harry Amass,eng ENG,DF,Manchester Utd,eng Premier League,18-049,2007,1.8,0,1,0,0.0,0.54,0.00,0.00,,29.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
108,Amath,sn SEN,"FW,DF",Valladolid,es La Liga,28-292,1996,3.9,0,5,1,20.0,1.28,0.26,0.00,0.00,13.7,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
109,Jordan Amavi,fr FRA,DF,Brest,fr Ligue 1,31-056,1994,8.8,0,8,3,37.5,0.91,0.34,0.00,0.00,25.0,1,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
110,Aurele Amenda,ch SUI,DF,Eint Frankfurt,de Bundesliga,21-277,2003,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
111,Kelvin Amian,fr FRA,DF,Nantes,fr Ligue 1,27-085,1998,22.3,1,6,3,50.0,0.27,0.13,0.17,0.33,15.6,0,0,0,0.9,0.9,0.16,+0.1,+0.1,Matches
112,Michael Amir Murillo,pa PAN,DF,Marseille,fr Ligue 1,29-082,1996,24.1,1,12,3,25.0,0.50,0.12,0.08,0.33,19.4,2,0,0,1.5,1.5,0.12,-0.5,-0.5,Matches
113,Nadiem Amiri,de GER,MF,Mainz 05,de Bundesliga,28-189,1996,24.5,6,53,21,39.6,2.16,0.86,0.08,0.19,24.8,7,2,2,4.6,3.1,0.06,+1.4,+0.9,Matches
114,Samuel Amo-Ameyaw,eng ENG,"FW,DF",Southampton,eng Premier League,18-290,2006,0.3,0,1,0,0.0,3.21,0.00,0.00,,20.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
115,Samuel Amo-Ameyaw,eng ENG,"DF,FW",Strasbourg,fr Ligue 1,18-290,2006,2.4,2,8,6,75.0,3.29,2.47,0.25,0.33,17.2,0,0,0,0.7,0.7,0.08,+1.3,+1.3,Matches
116,Mathis Amougou,fr FRA,MF,Chelsea,eng Premier League,19-106,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
117,Mathis Amougou,fr FRA,MF,Saint-Étienne,fr Ligue 1,19-106,2006,9.5,0,7,1,14.3,0.73,0.10,0.00,0.00,18.9,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
118,Mohamed Amoura,dz ALG,FW,Wolfsburg,de Bundesliga,24-360,2000,25.4,10,67,24,35.8,2.63,0.94,0.12,0.33,16.4,0,2,2,8.4,6.9,0.11,+1.6,+1.1,Matches
119,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,28-256,1996,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
120,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,28-338,1996,1.0,0,1,1,100.0,1.00,1.00,0.00,0.00,25.2,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
121,Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,28-338,1996,25.7,0,17,4,23.5,0.66,0.16,0.00,0.00,15.2,0,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
122,Elliot Anderson,eng ENG,MF,Nott'ham Forest,eng Premier League,22-179,2002,26.4,2,35,7,20.0,1.33,0.27,0.06,0.29,19.8,0,0,0,1.7,1.7,0.05,+0.3,+0.3,Matches
123,André,br BRA,MF,Wolves,eng Premier League,23-292,2001,25.0,0,9,1,11.1,0.36,0.04,0.00,0.00,25.3,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
124,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,34-274,1990,27.9,0,15,4,26.7,0.54,0.14,0.00,0.00,16.0,0,0,0,1.3,1.3,0.09,-1.3,-1.3,Matches
125,Marcos André,br BRA,FW,Valladolid,es La Liga,28-196,1996,13.1,1,22,2,9.1,1.68,0.15,0.05,0.50,14.0,0,0,0,2.7,2.7,0.12,-1.7,-1.7,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
126,Robert Andrich,de GER,"MF,DF",Leverkusen,de Bundesliga,30-224,1994,16.5,2,20,4,20.0,1.21,0.24,0.10,0.50,21.9,0,0,0,1.3,1.3,0.06,+0.7,+0.7,Matches
127,Angeliño,es ESP,DF,Roma,it Serie A,28-120,1997,31.3,2,20,5,25.0,0.64,0.16,0.10,0.40,19.9,0,0,0,1.2,1.2,0.06,+0.8,+0.8,Matches
128,Lorenzo Anghelè,it ITA,FW,Juventus,it Serie A,20-067,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
129,Faustino Anjorin,eng ENG,MF,Empoli,it Serie A,23-162,2001,11.6,1,21,5,23.8,1.81,0.43,0.05,0.20,25.1,1,0,0,0.8,0.8,0.04,+0.2,+0.2,Matches
130,Waldemar Anton,de GER,DF,Dortmund,de Bundesliga,28-288,1996,19.7,2,19,3,15.8,0.97,0.15,0.11,0.67,13.5,0,0,0,1.7,1.7,0.09,+0.3,+0.3,Matches
131,Leandro Antonetti,pr PUR,FW,Sevilla,es La Liga,22-111,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
132,Kyllian Antonio,fr FRA,"DF,MF",Lens,fr Ligue 1,17-120,2008,1.5,0,1,0,0.0,0.65,0.00,0.00,,18.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
133,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,35-037,1990,9.3,1,19,4,21.1,2.05,0.43,0.05,0.25,12.6,0,0,0,2.2,2.2,0.12,-1.2,-1.2,Matches
134,Antoniu,es ESP,"MF,FW",Espanyol,es La Liga,22-241,2002,9.1,0,10,4,40.0,1.10,0.44,0.00,0.00,19.7,0,0,0,0.9,0.9,0.09,-0.9,-0.9,Matches
135,Antony,br BRA,"DF,MF",Manchester Utd,eng Premier League,25-069,2000,1.6,0,6,3,50.0,3.83,1.91,0.00,0.00,15.8,0,0,0,1.0,1.0,0.17,-1.0,-1.0,Matches
136,Antony,br BRA,FW,Betis,es La Liga,25-069,2000,11.2,3,31,9,29.0,2.76,0.80,0.10,0.33,18.8,1,0,0,2.5,2.5,0.08,+0.5,+0.5,Matches
137,Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,30-109,1995,16.6,2,9,4,44.4,0.54,0.24,0.22,0.50,13.6,0,0,0,1.5,1.5,0.16,+0.5,+0.5,Matches
138,Dennis Appiah,fr FRA,DF,Saint-Étienne,fr Ligue 1,32-329,1992,21.6,0,5,2,40.0,0.23,0.09,0.00,0.00,20.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
139,Aritz Arambarri,es ESP,DF,Leganés,es La Liga,27-093,1998,2.0,0,1,0,0.0,0.51,0.00,0.00,,15.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
140,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,29-216,1995,26.9,9,45,15,33.3,1.67,0.56,0.13,0.40,18.5,1,3,3,7.1,4.7,0.11,+1.9,+1.3,Matches
141,Jon Aramburu,ve VEN,DF,Real Sociedad,es La Liga,22-285,2002,24.5,1,11,3,27.3,0.45,0.12,0.09,0.33,20.8,0,0,0,0.4,0.4,0.04,+0.6,+0.6,Matches
142,Julian Araujo,mx MEX,DF,Bournemouth,eng Premier League,23-264,2001,4.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
143,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,26-058,1999,7.1,1,4,2,50.0,0.56,0.28,0.25,0.50,11.8,0,0,0,1.0,1.0,0.24,0.0,0.0,Matches
144,Cameron Archer,eng ENG,FW,Southampton,eng Premier League,23-287,2001,15.3,2,27,9,33.3,1.77,0.59,0.07,0.22,13.1,0,0,1,5.1,4.3,0.16,-3.1,-2.3,Matches
145,Carlens Arcus,ht HAI,DF,Angers,fr Ligue 1,28-310,1996,19.7,0,3,0,0.0,0.15,0.00,0.00,,29.1,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
146,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,32-066,1993,22.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
147,Adu Ares,es ESP,FW,Athletic Club,es La Liga,23-204,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
148,Jesús Areso,es ESP,DF,Osasuna,es La Liga,25-306,1999,30.2,0,6,0,0.0,0.20,0.00,0.00,,20.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
149,David Argüelles,es ESP,MF,Getafe,es La Liga,23-123,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
150,Joe Aribo,ng NGA,"MF,DF",Southampton,eng Premier League,28-287,1996,21.2,3,17,7,41.2,0.80,0.33,0.18,0.43,14.0,0,0,0,2.7,2.7,0.16,+0.3,+0.3,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
151,Adam Armstrong,eng ENG,"FW,MF",Southampton,eng Premier League,28-083,1997,13.9,2,25,7,28.0,1.80,0.50,0.08,0.29,16.6,0,0,1,3.3,2.3,0.09,-1.3,-0.3,Matches
152,Harrison Armstrong,eng ENG,MF,Everton,eng Premier League,18-105,2007,0.5,0,1,0,0.0,1.87,0.00,0.00,,5.8,0,0,0,0.4,0.4,0.37,-0.4,-0.4,Matches
153,José Arnaiz,es ESP,"MF,FW",Osasuna,es La Liga,30-019,1995,1.4,0,5,2,40.0,3.69,1.48,0.00,0.00,21.8,1,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
154,Hákon Arnar Haraldsson,is ISL,"MF,FW",Lille,fr Ligue 1,22-024,2003,17.0,5,33,12,36.4,1.94,0.71,0.15,0.42,16.9,2,0,0,3.7,3.7,0.11,+1.3,+1.3,Matches
155,Marko Arnautović,at AUT,FW,Inter,it Serie A,36-015,1989,5.9,4,14,6,42.9,2.38,1.02,0.29,0.67,8.7,0,0,0,3.3,3.3,0.23,+0.7,+0.7,Matches
156,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,30-342,1994,25.2,3,26,11,42.3,1.03,0.44,0.12,0.27,28.7,9,0,0,0.9,0.9,0.03,+2.1,+2.1,Matches
157,Jann-Fiete Arp,de GER,"FW,MF",Holstein Kiel,de Bundesliga,25-118,2000,7.7,2,20,9,45.0,2.59,1.16,0.05,0.11,21.3,3,1,2,3.8,2.2,0.11,-1.8,-1.2,Matches
158,Sergio Arribas,es ESP,DF,Betis,es La Liga,22-083,2003,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
159,Kepa Arrizabalaga,es ESP,GK,Bournemouth,eng Premier League,30-213,1994,28.0,0,1,0,0.0,0.04,0.00,0.00,,9.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
160,Arthur,br BRA,DF,Leverkusen,de Bundesliga,22-048,2003,7.1,0,1,0,0.0,0.14,0.00,0.00,,15.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
161,Takuma Asano,jp JPN,"FW,MF",Mallorca,es La Liga,30-175,1994,10.6,2,24,7,29.2,2.25,0.66,0.08,0.29,13.5,0,0,0,2.3,2.3,0.09,-0.3,-0.3,Matches
162,Raúl Asencio,es ESP,DF,Real Madrid,es La Liga,22-080,2003,15.1,0,2,0,0.0,0.13,0.00,0.00,,18.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
163,Marco Asensio,es ESP,"MF,FW",Aston Villa,eng Premier League,29-103,1996,6.0,3,17,8,47.1,2.83,1.33,0.18,0.38,18.9,1,0,2,4.2,2.6,0.15,-1.2,+0.4,Matches
164,Marco Asensio,es ESP,"FW,MF",Paris S-G,fr Ligue 1,29-103,1996,6.9,2,26,14,53.8,3.79,2.04,0.08,0.14,14.5,2,0,0,5.6,5.6,0.22,-3.6,-3.6,Matches
165,Kristjan Asllani,al ALB,MF,Inter,it Serie A,23-056,2002,9.0,1,13,3,23.1,1.45,0.33,0.00,0.00,23.9,2,1,1,1.6,0.9,0.07,-0.6,-0.9,Matches
166,Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,37-276,1987,17.5,9,41,16,39.0,2.34,0.91,0.10,0.25,22.3,3,5,6,8.4,3.6,0.09,+0.6,+0.4,Matches
167,Yaser Asprilla,co COL,"FW,MF",Girona,es La Liga,21-166,2003,12.5,3,34,9,26.5,2.72,0.72,0.09,0.33,23.1,1,0,0,1.7,1.7,0.05,+1.3,+1.3,Matches
168,Lorenz Assignon,tg TOG,"DF,MF",Rennes,fr Ligue 1,24-316,2000,24.9,3,20,5,25.0,0.80,0.20,0.15,0.60,17.5,0,0,0,2.1,2.1,0.11,+0.9,+0.9,Matches
169,Dehmaine Assoumani,fr FRA,"MF,FW",Nantes,fr Ligue 1,20-017,2005,0.9,0,3,2,66.7,3.29,2.20,0.00,0.00,26.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
170,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,19-252,2005,29.7,1,31,6,19.4,1.04,0.20,0.03,0.17,18.6,0,0,0,2.4,2.4,0.08,-1.4,-1.4,Matches
171,Arthur Atta,fr FRA,"MF,FW",Udinese,it Serie A,22-110,2003,12.2,0,24,7,29.2,1.96,0.57,0.00,0.00,20.2,0,0,0,1.2,1.2,0.05,-1.2,-1.2,Matches
172,Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,22-344,2002,23.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
