Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0
146,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,32-066,1993,22.1,2,2,2,0,0,2,3,66.7,1,0,0,0,0,2,15,2,Matches
147,Adu Ares,es ESP,FW,Athletic Club,es La Liga,23-204,2001,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
148,Jesús Areso,es ESP,DF,Osasuna,es La Liga,25-306,1999,30.2,45,34,29,11,5,35,51,68.6,16,25,4,21,8,53,79,0,Matches
149,David Argüelles,es ESP,MF,Getafe,es La Liga,23-123,2002,0.1,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,Matches
150,Joe Aribo,ng NGA,"MF,DF",Southampton,eng Premier League,28-287,1996,21.2,44,30,15,23,6,17,34,50.0,17,24,9,15,20,64,29,3,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
151,Adam Armstrong,eng ENG,"FW,MF",Southampton,eng Premier League,28-083,1997,13.9,12,3,2,7,3,3,14,21.4,11,6,1,5,3,15,8,0,Matches
152,Harrison Armstrong,eng ENG,MF,Everton,eng Premier League,18-105,2007,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
153,José Arnaiz,es ESP,"MF,FW",Osasuna,es La Liga,30-019,1995,1.4,6,4,3,2,1,4,7,57.1,3,2,0,2,3,9,1,0,Matches
154,Hákon Arnar Haraldsson,is ISL,"MF,FW",Lille,fr Ligue 1,22-024,2003,17.0,32,15,9,15,8,13,29,44.8,16,9,1,8,7,39,4,0,Matches
155,Marko Arnautović,at AUT,FW,Inter,it Serie A,36-015,1989,5.9,7,6,1,3,3,3,5,60.0,2,3,0,3,1,8,1,0,Matches
156,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,30-342,1994,25.2,33,20,13,18,2,15,33,45.5,18,21,11,10,24,57,69,2,Matches
157,Jann-Fiete Arp,de GER,"FW,MF",Holstein Kiel,de Bundesliga,25-118,2000,7.7,12,9,5,2,5,4,13,30.8,9,5,0,5,3,15,7,1,Matches
158,Sergio Arribas,es ESP,DF,Betis,es La Liga,22-083,2003,1.0,7,4,4,3,0,6,7,85.7,1,2,2,0,3,10,4,0,Matches
159,Kepa Arrizabalaga,es ESP,GK,Bournemouth,eng Premier League,30-213,1994,28.0,1,0,1,0,0,0,2,0.0,2,1,0,1,0,1,14,3,Matches
160,Arthur,br BRA,DF,Leverkusen,de Bundesliga,22-048,2003,7.1,14,11,3,9,2,5,10,50.0,5,7,0,7,9,23,23,0,Matches
161,Takuma Asano,jp JPN,"FW,MF",Mallorca,es La Liga,30-175,1994,10.6,13,9,5,7,1,6,11,54.5,5,6,0,6,5,18,8,0,Matches
162,Raúl Asencio,es ESP,DF,Real Madrid,es La Liga,22-080,2003,15.1,18,12,15,3,0,9,12,75.0,3,6,4,2,12,30,74,2,Matches
163,Marco Asensio,es ESP,"MF,FW",Aston Villa,eng Premier League,29-103,1996,6.0,7,5,0,7,0,3,9,33.3,6,2,0,2,1,8,3,0,Matches
164,Marco Asensio,es ESP,"FW,MF",Paris S-G,fr Ligue 1,29-103,1996,6.9,4,3,1,3,0,0,6,0.0,6,1,0,1,0,4,1,0,Matches
165,Kristjan Asllani,al ALB,MF,Inter,it Serie A,23-056,2002,9.0,13,2,8,4,1,7,19,36.8,12,8,1,7,7,20,12,1,Matches
166,Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,37-276,1987,17.5,13,8,4,5,4,8,19,42.1,11,16,1,15,7,20,5,0,Matches
167,Yaser Asprilla,co COL,"FW,MF",Girona,es La Liga,21-166,2003,12.5,14,8,5,6,3,5,14,35.7,9,10,0,10,5,19,4,1,Matches
168,Lorenz Assignon,tg TOG,"DF,MF",Rennes,fr Ligue 1,24-316,2000,24.9,45,24,23,20,2,16,40,40.0,24,19,3,16,24,69,71,0,Matches
169,Dehmaine Assoumani,fr FRA,"MF,FW",Nantes,fr Ligue 1,20-017,2005,0.9,6,3,0,4,2,4,5,80.0,1,1,0,1,1,7,4,0,Matches
170,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,19-252,2005,29.7,63,47,28,28,7,25,33,75.8,8,31,15,16,36,99,59,0,Matches
171,Arthur Atta,fr FRA,"MF,FW",Udinese,it Serie A,22-110,2003,12.2,19,11,9,9,1,10,15,66.7,5,6,4,2,7,26,15,1,Matches
172,Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,22-344,2002,23.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,13,4,Matches
173,Emil Audero,id IDN,GK,Como,it Serie A,28-106,1997,8.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,1,Matches
174,Tommaso Augello,it ITA,DF,Cagliari,it Serie A,30-247,1994,27.3,47,26,27,16,4,28,39,71.8,11,21,6,15,16,63,97,1,Matches
175,Carlos Augusto,br BRA,DF,Inter,it Serie A,26-117,1999,17.0,27,12,12,10,5,12,18,66.7,6,20,9,11,8,35,44,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
176,Yann Aurel Bisseck,de GER,DF,Inter,it Serie A,24-156,2000,16.1,15,11,9,4,2,10,13,76.9,3,16,8,8,15,30,59,1,Matches
177,Brandon Austin,eng ENG,GK,Tottenham,eng Premier League,26-116,1999,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
178,Ezequiel Ávila,ar ARG,FW,Betis,es La Liga,31-087,1994,7.5,8,3,2,2,4,4,10,40.0,6,4,0,4,2,10,8,0,Matches
179,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,27-265,1997,4.5,6,3,0,3,3,4,5,80.0,1,1,0,1,0,6,7,0,Matches
180,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,21-210,2003,19.3,53,29,15,28,10,20,50,40.0,30,22,6,16,20,73,23,0,Matches
181,Florian Ayé,fr FRA,FW,Auxerre,fr Ligue 1,28-105,1997,5.9,2,2,0,0,2,0,2,0.0,2,6,0,6,7,9,6,0,Matches
182,André Ayew,gh GHA,FW,Le Havre,fr Ligue 1,35-138,1989,14.0,17,9,3,6,8,7,11,63.6,4,9,2,7,3,20,21,1,Matches
183,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,33-235,1991,0.2,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,Matches
184,Jordan Ayew,gh GHA,"FW,MF",Leicester City,eng Premier League,33-235,1991,15.8,24,13,7,12,5,6,19,31.6,13,16,0,16,12,36,17,0,Matches
185,Neil El Aynaoui,fr FRA,MF,Lens,fr Ligue 1,23-306,2001,14.7,36,20,17,13,6,10,29,34.5,19,29,7,22,20,56,26,0,Matches
186,Ayman Azhil,ma MAR,MF,Dortmund,de Bundesliga,24-024,2001,0.3,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches
187,Adam Aznou,ma MAR,DF,Valladolid,es La Liga,18-336,2006,7.5,24,19,18,6,0,19,35,54.3,16,21,7,14,7,31,17,0,Matches
188,Adam Aznou,ma MAR,DF,Bayern Munich,de Bundesliga,18-336,2006,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
189,César Azpilicueta,es ESP,DF,Atlético Madrid,es La Liga,35-249,1989,8.2,23,12,11,8,4,16,22,72.7,6,6,2,4,3,26,27,0,Matches
190,Paulo Azzi,br BRA,DF,Cagliari,it Serie A,30-293,1994,4.7,11,9,3,6,2,5,9,55.6,4,5,2,3,5,16,11,0,Matches
191,Oussama El Azzouzi,ma MAR,MF,Bologna,it Serie A,23-340,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,Matches
192,Papa Ba,es ESP,MF,Girona,es La Liga,20-234,2004,0.5,1,1,1,0,0,0,0,,0,1,0,1,0,1,1,0,Matches
193,Shavy Babicka,ga GAB,"MF,FW",Toulouse,fr Ligue 1,24-337,2000,13.1,21,12,6,11,4,10,21,47.6,11,14,0,14,3,24,4,3,Matches
194,Jacopo Bacci,it ITA,MF,Empoli,it Serie A,19-319,2005,0.3,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,1,0,Matches
195,Aliou Badara Baldé,gn GUI,"MF,FW",Bochum,de Bundesliga,22-143,2002,1.0,1,1,1,0,0,0,0,,0,2,0,2,0,1,0,0,Matches
196,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,25-023,2000,27.2,42,25,33,9,0,21,28,75.0,7,19,11,8,28,70,143,2,Matches
197,Milan Badelj,hr CRO,MF,Genoa,it Serie A,36-068,1989,15.6,28,15,14,9,5,15,35,42.9,20,18,6,12,18,46,42,0,Matches
198,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,24-039,2001,3.7,9,6,5,4,0,4,5,80.0,1,2,2,0,6,15,12,2,Matches
199,Alex Baena,es ESP,MF,Villarreal,es La Liga,23-288,2001,25.2,26,14,6,13,7,9,33,27.3,24,28,2,26,21,47,19,2,Matches
200,Juma Bah,sl SLE,DF,Valladolid,es La Liga,19-023,2006,9.6,10,7,7,3,0,3,5,60.0,2,15,8,7,12,22,60,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
201,Juma Bah,sl SLE,DF,Lens,fr Ligue 1,19-023,2006,4.6,11,7,3,8,0,4,6,66.7,2,6,5,1,11,22,27,0,Matches
202,Leon Bailey,jm JAM,"FW,MF",Aston Villa,eng Premier League,27-268,1997,12.6,6,4,1,3,2,2,10,20.0,8,6,0,6,3,9,12,0,Matches
203,Eric Bailly,ci CIV,DF,Villarreal,es La Liga,31-022,1994,6.9,12,4,6,6,0,3,4,75.0,1,12,6,6,6,18,29,0,Matches
204,Theo Bair,ca CAN,FW,Auxerre,fr Ligue 1,25-250,1999,10.4,4,3,1,2,1,0,2,0.0,2,6,2,4,3,7,10,0,Matches
205,Stefan Bajcetic,es ESP,"MF,DF",Las Palmas,es La Liga,20-194,2004,9.3,25,13,12,10,3,9,24,37.5,15,24,4,20,14,39,24,1,Matches
206,Cédric Bakambu,cd COD,FW,Betis,es La Liga,34-023,1991,6.8,6,4,0,5,1,3,7,42.9,4,10,1,9,0,6,4,0,Matches
207,Mitchel Bakker,nl NED,MF,Atalanta,it Serie A,24-318,2000,0.2,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
208,Mitchel Bakker,nl NED,"FW,DF",Lille,fr Ligue 1,24-318,2000,12.1,23,13,6,11,6,10,17,58.8,7,9,1,8,11,34,15,0,Matches
209,Darryl Bakola,fr FRA,"DF,MF",Marseille,fr Ligue 1,17-155,2007,0.2,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
210,Ridle Baku,de GER,"FW,MF",Wolfsburg,de Bundesliga,27-026,1998,13.0,23,15,9,9,5,8,19,42.1,11,22,1,21,15,38,15,0,Matches
211,Ridle Baku,de GER,"DF,MF",RB Leipzig,de Bundesliga,27-026,1998,13.0,21,18,9,11,1,8,20,40.0,12,16,2,14,7,28,44,0,Matches
212,Dilane Bakwa,fr FRA,"MF,DF",Strasbourg,fr Ligue 1,22-251,2002,25.9,26,14,11,8,7,12,23,52.2,11,20,1,19,12,38,26,0,Matches
213,Tommaso Baldanzi,it ITA,"MF,FW",Roma,it Serie A,22-042,2003,8.8,12,4,5,4,3,4,10,40.0,6,4,0,4,5,17,8,0,Matches
214,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,21-198,2003,23.1,16,10,9,4,3,9,14,64.3,5,23,4,19,5,21,25,0,Matches
215,Keita Baldé,sn SEN,FW,Monza,it Serie A,30-057,1995,5.2,1,1,0,1,0,1,2,50.0,1,3,0,3,1,2,0,0,Matches
216,Carlos Baleba,cm CMR,MF,Brighton,eng Premier League,21-121,2004,25.7,71,41,24,32,15,44,72,61.1,28,43,10,33,40,111,37,1,Matches
217,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,26-098,1999,22.3,49,35,27,17,5,24,43,55.8,19,24,14,10,30,79,64,4,Matches
218,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,33-123,1992,10.0,12,9,4,5,3,4,12,33.3,8,13,3,10,10,22,30,0,Matches
219,Fodé Ballo-Touré,sn SEN,DF,Le Havre,fr Ligue 1,28-121,1997,4.3,7,6,2,4,1,4,7,57.1,3,5,1,4,2,9,21,0,Matches
220,Botond Balogh,hu HUN,DF,Parma,it Serie A,22-332,2002,20.7,28,11,18,10,0,16,22,72.7,6,32,24,8,24,52,130,2,Matches
221,Folarin Balogun,us USA,FW,Monaco,fr Ligue 1,23-305,2001,6.8,1,1,0,0,1,0,4,0.0,4,0,0,0,1,2,0,0,Matches
222,Mario Balotelli,it ITA,"FW,MF",Genoa,it Serie A,34-265,1990,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
223,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,35-009,1990,16.8,22,12,17,4,1,14,19,73.7,5,14,8,6,19,41,79,0,Matches
224,Jonathan Bamba,ci CIV,"FW,MF",Celta Vigo,es La Liga,29-039,1996,9.0,12,7,4,6,2,5,12,41.7,7,6,0,6,5,17,6,0,Matches
225,Mohamed Bamba,ci CIV,MF,Reims,fr Ligue 1,20-208,2004,0.1,0,0,0,0,0,0,1,0.0,1,2,1,1,0,0,1,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
226,Samuel Bamba,de GER,"FW,MF",Bochum,de Bundesliga,21-080,2004,0.3,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches
227,Lameck Banda,zm ZAM,"FW,MF",Lecce,it Serie A,24-095,2001,6.4,8,5,4,2,2,3,11,27.3,8,6,0,6,2,10,6,1,Matches
228,Daniel Bandeira,pt POR,MF,Hellas Verona,it Serie A,25-023,2000,4.5,4,0,1,3,0,3,6,50.0,3,2,1,1,6,10,8,0,Matches
229,Mattia Bani,it ITA,DF,Genoa,it Serie A,31-145,1993,14.8,18,9,11,5,2,7,11,63.6,4,9,5,4,19,37,77,2,Matches
230,Noahkai Banks,us USA,DF,Augsburg,de Bundesliga,18-154,2006,3.1,11,5,6,4,1,3,7,42.9,4,4,1,3,5,16,28,0,Matches
231,Scott Banks,sct SCO,"FW,MF",St. Pauli,de Bundesliga,23-220,2001,1.1,1,1,1,0,0,0,2,0.0,2,0,0,0,2,3,2,0,Matches
232,Adrian Baquerin,es ESP,FW,Valladolid,es La Liga,18-061,2007,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
233,Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,30-152,1994,0.6,2,0,0,2,0,0,2,0.0,2,1,1,0,0,2,0,0,Matches
234,Federico Barba,it ITA,DF,Como,it Serie A,31-245,1993,4.8,2,2,1,1,0,1,4,25.0,3,2,2,0,4,6,15,0,Matches
235,Valentín Barco,ar ARG,"DF,FW",Sevilla,es La Liga,20-285,2004,3.2,15,9,8,3,4,12,15,80.0,3,0,0,0,2,17,5,0,Matches
236,Valentín Barco,ar ARG,"MF,DF",Strasbourg,fr Ligue 1,20-285,2004,11.1,29,17,22,6,1,16,24,66.7,8,7,3,4,10,39,25,1,Matches
237,Bradley Barcola,fr FRA,FW,Paris S-G,fr Ligue 1,22-244,2002,22.8,26,16,10,7,9,8,31,25.8,23,25,2,23,19,45,9,0,Matches
238,Melvin Bard,fr FRA,"DF,MF",Nice,fr Ligue 1,24-179,2000,19.5,48,34,32,12,4,24,42,57.1,18,34,13,21,27,75,56,3,Matches
239,Nicolò Barella,it ITA,MF,Inter,it Serie A,28-086,1997,26.0,47,30,17,19,11,25,56,44.6,31,24,3,21,10,57,14,1,Matches
240,Gabriel Bares,ch SUI,"MF,DF",Montpellier,fr Ligue 1,24-248,2000,0.6,2,2,2,0,0,1,2,50.0,1,0,0,0,1,3,3,0,Matches
241,Borna Barišić,hr CRO,DF,Leganés,es La Liga,32-175,1992,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
242,Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,28-033,1997,2.9,5,4,1,3,1,2,3,66.7,1,5,0,5,3,8,4,0,Matches
243,Ross Barkley,eng ENG,MF,Aston Villa,eng Premier League,31-150,1993,6.3,14,3,4,10,0,9,14,64.3,5,9,3,6,10,24,5,0,Matches
244,Aymen Barkok,ma MAR,MF,Mainz 05,de Bundesliga,26-348,1998,0.8,2,1,1,1,0,1,1,100.0,0,1,1,0,2,4,0,0,Matches
245,Harvey Barnes,eng ENG,FW,Newcastle Utd,eng Premier League,27-146,1997,15.7,16,9,4,6,6,3,7,42.9,4,7,1,6,6,22,12,1,Matches
246,Enzo Barrenechea,ar ARG,MF,Valencia,es La Liga,23-347,2001,21.2,52,29,21,25,6,30,42,71.4,12,25,7,18,25,77,45,1,Matches
247,Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,es La Liga,23-128,2001,11.9,23,16,7,11,5,5,19,26.3,14,15,0,15,10,33,14,1,Matches
248,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,21-323,2003,24.6,44,25,21,20,3,22,45,48.9,23,14,4,10,33,77,33,7,Matches
249,Thierno Barry,fr FRA,FW,Villarreal,es La Liga,22-195,2002,24.3,11,8,2,5,4,4,10,40.0,6,15,2,13,0,11,18,0,Matches
250,Davide Bartesaghi,it ITA,"DF,MF",Milan,it Serie A,19-126,2005,0.6,2,1,1,1,0,2,2,100.0,0,1,1,0,2,4,1,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
251,Marc Bartra,es ESP,DF,Betis,es La Liga,34-109,1991,19.5,25,15,17,8,0,12,20,60.0,8,32,20,12,30,55,136,0,Matches
252,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,28-226,1996,35.0,36,24,29,5,2,21,27,77.8,6,44,32,12,23,59,208,2,Matches
253,Daniele Baselli,it ITA,MF,Como,it Serie A,33-053,1992,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,Matches
254,Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,25-124,1999,32.2,52,33,34,18,0,21,30,70.0,9,37,17,20,18,70,105,8,Matches
255,Aboubacar Bassinga,ci CIV,MF,Las Palmas,es La Liga,19-295,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
256,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,26-021,1999,24.8,40,20,20,14,6,18,27,66.7,9,22,10,12,21,61,48,1,Matches
257,Augusto Batalla,ar ARG,GK,Rayo Vallecano,es La Liga,29-004,1996,28.0,4,2,4,0,0,4,6,66.7,2,0,0,0,0,4,11,4,Matches
258,Michy Batshuayi,be BEL,FW,Eint Frankfurt,de Bundesliga,31-214,1993,2.8,1,1,1,0,0,1,1,100.0,0,2,0,2,1,2,0,0,Matches
259,Dylan Batubinsika,cd COD,DF,Saint-Étienne,fr Ligue 1,29-078,1996,21.9,25,13,19,5,1,13,22,59.1,9,23,14,9,38,63,139,3,Matches
260,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,25-084,2000,7.3,14,8,5,7,2,9,14,64.3,5,10,4,6,6,20,35,1,Matches
261,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,34-336,1990,26.0,2,2,2,0,0,2,4,50.0,2,0,0,0,0,2,14,2,Matches
262,Christoph Baumgartner,at AUT,"MF,FW",RB Leipzig,de Bundesliga,25-276,1999,16.9,43,27,13,19,11,17,40,42.5,23,42,8,34,12,55,22,1,Matches
263,Rafael Bauza,es ESP,MF,Espanyol,es La Liga,20-094,2005,2.0,5,3,3,1,1,4,7,57.1,3,3,1,2,0,5,5,0,Matches
264,Altay Bayındır,tr TUR,GK,Manchester Utd,eng Premier League,27-020,1998,1.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,1,Matches
265,Adrian Beck,de GER,"MF,FW",Heidenheim,de Bundesliga,27-329,1997,16.4,36,17,18,12,6,12,35,34.3,23,29,2,27,9,45,16,0,Matches
266,Sheraldo Becker,sr SUR,"FW,MF",Real Sociedad,es La Liga,30-084,1995,11.0,2,2,0,2,0,0,2,0.0,2,4,0,4,1,3,10,0,Matches
267,Timo Becker,de GER,DF,Holstein Kiel,de Bundesliga,28-040,1997,24.2,46,29,32,9,5,30,40,75.0,10,27,15,12,16,62,94,1,Matches
268,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,29-022,1996,27.1,35,18,22,13,0,15,30,50.0,15,44,33,11,54,89,177,5,Matches
269,Donny van de Beek,nl NED,MF,Girona,es La Liga,28-016,1997,15.8,29,18,17,7,5,13,26,50.0,13,19,3,16,10,39,12,0,Matches
270,Hannes Behrens,de GER,DF,Hoffenheim,de Bundesliga,,,0.3,1,1,0,1,0,0,0,,0,1,0,1,2,3,0,0,Matches
271,Kevin Behrens,de GER,FW,Wolfsburg,de Bundesliga,34-090,1991,1.7,1,1,0,1,0,0,1,0.0,1,0,0,0,1,2,2,0,Matches
272,Maximilian Beier,de GER,"FW,MF",Dortmund,de Bundesliga,22-199,2002,17.7,25,16,8,11,6,12,31,38.7,19,15,1,14,7,32,14,1,Matches
273,Luken Beitia,es ESP,DF,Real Sociedad,es La Liga,20-308,2004,0.1,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0,Matches
274,Ismael Bekhoucha,ma MAR,"DF,MF",Getafe,es La Liga,20-165,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,Matches
275,Reda Belahyane,ma MAR,MF,Hellas Verona,it Serie A,20-337,2004,18.4,36,26,16,13,7,13,17,76.5,4,20,9,11,10,46,22,1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
276,Reda Belahyane,ma MAR,MF,Lazio,it Serie A,20-337,2004,2.2,8,6,8,0,0,6,6,100.0,0,3,2,1,1,9,5,0,Matches
277,Haris Belkebla,dz ALG,MF,Angers,fr Ligue 1,31-096,1994,19.9,56,38,38,15,3,26,45,57.8,19,30,9,21,35,91,46,1,Matches
278,Yassin Belkhdim,fr FRA,MF,Angers,fr Ligue 1,23-079,2002,14.9,50,25,24,20,6,24,51,47.1,27,21,6,15,19,69,34,1,Matches
279,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,33-253,1991,13.1,18,10,14,4,0,8,13,61.5,5,14,12,2,24,42,89,0,Matches
280,Armel Bella Kotchap,de GER,DF,Southampton,eng Premier League,23-144,2001,3.7,7,5,5,2,0,3,6,50.0,3,2,2,0,5,12,21,1,Matches
281,Raoul Bellanova,it ITA,DF,Torino,it Serie A,24-352,2000,1.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0,Matches
282,Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,24-352,2000,23.6,23,13,8,12,3,12,20,60.0,8,12,3,9,18,41,42,0,Matches
283,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,eng Premier League,26-311,1998,17.2,37,22,17,17,3,13,19,68.4,6,19,3,16,10,47,17,1,Matches
284,Héctor Bellerín,es ESP,DF,Betis,es La Liga,30-046,1995,6.3,13,7,7,4,2,10,17,58.8,7,4,3,1,6,19,21,0,Matches
285,Jude Bellingham,eng ENG,MF,Real Madrid,es La Liga,21-309,2003,23.6,53,31,16,24,13,24,37,64.9,13,31,2,29,24,77,18,1,Matches
286,Jeanuël Belocian,fr FRA,"DF,MF",Leverkusen,de Bundesliga,20-076,2005,0.8,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0,Matches
287,Andrea Belotti,it ITA,FW,Como,it Serie A,31-135,1993,6.6,7,5,1,4,2,1,4,25.0,3,4,0,4,1,8,8,0,Matches
288,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,26-090,1999,22.8,42,30,19,18,5,19,47,40.4,28,23,5,18,23,65,28,3,Matches
289,Lucas Beltrán,ar ARG,"MF,FW",Fiorentina,it Serie A,24-036,2001,19.5,20,10,8,7,5,6,18,33.3,12,14,2,12,4,24,14,0,Matches
290,Eliesse Ben Seghir,ma MAR,"MF,FW",Monaco,fr Ligue 1,20-077,2005,18.4,29,21,10,12,7,17,30,56.7,13,17,0,17,12,41,3,0,Matches
291,Carlos Benavídez,uy URU,MF,Alavés,es La Liga,27-035,1998,4.4,12,9,6,4,2,4,8,50.0,4,4,2,2,8,20,11,1,Matches
292,Adrian Benedyczak,pl POL,"FW,MF",Parma,it Serie A,24-161,2000,2.4,0,0,0,0,0,0,1,0.0,1,3,1,2,0,0,8,0,Matches
293,László Bénes,sk SVK,"MF,FW",Union Berlin,de Bundesliga,27-237,1997,5.7,2,2,1,1,0,1,2,50.0,1,5,1,4,3,5,9,0,Matches
294,Iker Benito,es ESP,"FW,MF",Osasuna,es La Liga,22-267,2002,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,2,0,Matches
295,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,27-154,1997,3.3,5,4,1,3,1,1,7,14.3,6,5,3,2,3,8,1,0,Matches
296,Ismaël Bennacer,dz ALG,MF,Marseille,fr Ligue 1,27-154,1997,6.0,20,10,8,11,1,11,16,68.8,5,5,0,5,9,29,1,1,Matches
297,Saïd Benrahma,dz ALG,"FW,MF",Lyon,fr Ligue 1,29-267,1995,8.2,9,5,4,4,1,3,10,30.0,7,6,0,6,3,12,2,0,Matches
298,Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,30-018,1995,20.5,45,21,22,17,6,27,45,60.0,18,40,8,32,27,72,77,1,Matches
299,Nabil Bentaleb,dz ALG,"MF,FW",Lille,fr Ligue 1,30-161,1994,1.9,4,3,2,0,2,3,5,60.0,2,1,0,1,3,7,5,1,Matches
300,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,27-313,1997,16.9,38,20,17,17,4,19,39,48.7,20,24,8,16,36,74,33,1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
301,Daniel Bentley,eng ENG,GK,Wolves,eng Premier League,31-295,1993,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
